Prot_Tax_ID	#Proteins	GC_mean	GC_std	Length_mean	Length_std	M_mean	M_std	W_mean	W_std	C_mean	C_std	D_mean	D_std	E_mean	E_std	F_mean	F_std	H_mean	H_std	K_mean	K_std	N_mean	N_std	Q_mean	Q_std	Y_mean	Y_std	I_mean	I_std	A_mean	A_std	G_mean	G_std	P_mean	P_std	T_mean	T_std	V_mean	V_std	L_mean	L_std	R_mean	R_std	S_mean	S_std	M_freq	W_freq	C_freq	D_freq	E_freq	F_freq	H_freq	K_freq	N_freq	Q_freq	Y_freq	I_freq	A_freq	G_freq	P_freq	T_freq	V_freq	L_freq	R_freq	S_freq	M_pct_code	M_pct_freq	W_pct_code	W_pct_freq	C_pct_code	C_pct_freq	D_pct_code	D_pct_freq	E_pct_code	E_pct_freq	F_pct_code	F_pct_freq	H_pct_code	H_pct_freq	K_pct_code	K_pct_freq	N_pct_code	N_pct_freq	Q_pct_code	Q_pct_freq	Y_pct_code	Y_pct_freq	I_pct_code	I_pct_freq	A_pct_code	A_pct_freq	G_pct_code	G_pct_freq	P_pct_code	P_pct_freq	T_pct_code	T_pct_freq	V_pct_code	V_pct_freq	L_pct_code	L_pct_freq	R_pct_code	R_pct_freq	S_pct_code	S_pct_freq	Spearman_code	Spearman_code_p	Spearman_freq	Spearman_freq_p	Kendall_code	Kendall_code_p	Kendall_freq	Kendall_freq_p	Genetic_code
UP000054317_717944	1.0	0.6064382139148494	0.0	320.0	0.0	0.01875	0.0	0.009375	0.0	0.015625	0.0	0.065625	0.0	0.059375	0.0	0.0375	0.0	0.015625	0.0	0.046875	0.0	0.025	0.0	0.03125	0.0	0.0375	0.0	0.053125	0.0	0.109375	0.0	0.06875	0.0	0.0625	0.0	0.065625	0.0	0.084375	0.0	0.078125	0.0	0.053125	0.0	0.0625	0.0	0.011741468536923124	0.018092394790403973	0.029833863327327098	0.029833863327327098	0.029833863327327098	0.019361359933316728	0.029833863327327098	0.019361359933316728	0.019361359933316728	0.029833863327327098	0.019361359933316728	0.02698125132971033	0.09194182682405817	0.09194182682405817	0.09194182682405817	0.059667726654654196	0.059667726654654196	0.07902908658797092	0.12177569015138527	0.0895015899819813	14.375000000000135	59.690416416288215	-42.81249999999993	-48.18264741286539	-52.34374999999994	-47.62662874543681	100.15625000000026	119.96815926916543	81.09375000000021	99.01881076734011	14.375000000000135	93.68474182162474	-52.34374999999994	-47.62662874543681	42.96875000000017	142.10592727703093	-23.7499999999999	29.1231612144165	-4.6874999999998845	4.746742509126382	14.375000000000135	93.68474182162474	8.020833333333455	96.89598288386853	66.7968750000002	18.961090700647397	4.843750000000136	-25.224457273878777	-4.6874999999998845	-32.02223388534435	0.07812500000012611	9.984079634582706	28.671875000000163	41.408102387320625	-20.572916666666654	-1.143992202117305	-45.98958333333333	-56.374708339605604	-36.45833333333333	-30.16883832724908	0.7565562493896709	0.00021	0.7034812331641459	0.00077	0.615156068341188	0.0006031747037672676	0.5244120032241788	0.002114918652132778	standard
UP000001568_436017	20.0	0.5889748926962947	0.03575240762847583	457.25	241.64869564155143	0.0252665249164158	0.008406083222429798	0.00806597166718236	0.004737935972946513	0.02143559871768532	0.010988425796337702	0.06255295640859485	0.02124435319918709	0.06880857309286706	0.017019010249371885	0.032098788190009	0.009772818104924065	0.015191093629563415	0.009058921706888115	0.06463782655679583	0.0344365387975528	0.03075790698986867	0.009356541302337654	0.027167100961004408	0.011389421496431722	0.02689934957759848	0.010351492187820697	0.046955783531467586	0.014883508675698908	0.11447880090566101	0.04012194662919796	0.08590879680738067	0.018097599875927874	0.03748992229531197	0.01502252186785786	0.05989099261481564	0.013143867008686139	0.07834620621716805	0.0127082698137502	0.07921612419529742	0.018017127364919044	0.06137490535103355	0.01541770714106516	0.05345677737427799	0.015013923762918087	0.01243779795052557	0.017822635608184784	0.030260433558710352	0.030260433558710352	0.030260433558710352	0.02111770485425281	0.030260433558710352	0.02111770485425281	0.02111770485425281	0.030260433558710352	0.02111770485425281	0.02979761175798005	0.08672285605665295	0.08672285605665295	0.08672285605665295	0.060520867117420704	0.060520867117420704	0.08163857197167351	0.1169832896153633	0.09078130067613106	54.125801990136566	103.14307256734412	-50.79757283018754	-54.743103968987725	-34.62142391105969	-29.162949116057312	90.78651704621451	106.71533435643458	109.86614793324479	127.38792872668796	-2.0986960204724374	51.99941665793645	-53.66716442983153	-49.798823602146584	97.1453709982275	206.08357775101055	-6.188383680900439	45.649857321850305	-17.140342068936455	-10.222367077802625	-17.95698378832454	27.378186991666986	-4.523240152682465	57.58237241577737	74.58017138113325	32.00533989664281	31.010915131255683	-0.9386905439789477	-42.82786849964918	-56.77042477611537	-8.666236262406038	-1.0407559121434948	19.47796448118142	29.453211675178377	-19.463607068114282	-2.9672833782744554	-37.60217955978255	-47.535322734698305	-45.652276336150706	-41.11477035894324	0.6491911833980476	0.00245	0.5867188217689315	0.00706	0.5272998319570706	0.002947248794661092	0.4562602049412189	0.0068621718926084535	standard
UP000002669_535722	53.0	0.5263756931377248	0.033750657702228855	521.7924528301887	282.62372093342157	0.024115691948183283	0.009610970631648206	0.013365649843171902	0.007895279710294374	0.012413554162155189	0.008166308773328353	0.058158234165145414	0.012656094992290243	0.04849539193980319	0.016167124277750973	0.03693380955180236	0.009628584624562075	0.026780331015656446	0.007016423335307836	0.051710520150872935	0.015224636099381158	0.05011151856530999	0.016718091354168862	0.036602210125495825	0.01372875930628808	0.0330546122511615	0.009020732418050686	0.04834006778220034	0.012669429639193864	0.09097164737769771	0.021103051060972492	0.08378878846396436	0.024594768698275933	0.04937125424134525	0.013975839209960747	0.0632477300449612	0.012136662248919596	0.06353054173302575	0.015095970823995079	0.07811140444852348	0.022558780343705554	0.04837679286712327	0.016749411468033444	0.08252024932239974	0.01763411636658518	0.01475957338617097	0.016403466965267104	0.031163040351438076	0.031163040351438076	0.031163040351438076	0.02803999800634633	0.031163040351438076	0.02803999800634633	0.02803999800634633	0.031163040351438076	0.02803999800634633	0.041320422626521684	0.06926784258155506	0.06926784258155506	0.06926784258155506	0.06232608070287615	0.06232608070287615	0.09036607870922247	0.10043088293299314	0.09348912105431423	47.10572088391821	63.39016933090057	-18.469535956651296	-18.519360136046313	-62.138659805426634	-60.16577964742024	77.38261420369373	86.62567422585131	47.91094541639992	55.61829459802783	12.648119132997332	31.718303059233744	-18.31999040224774	-14.063805348759503	57.71708646016265	84.41698939910489	52.84013162419565	78.7144155786608	11.636740882762403	17.453912431900275	0.816567366042693	17.883789591141213	-1.7085288428591965	16.988318873517684	38.73176225098918	31.333161229309063	27.777902407545795	20.96347358489261	-24.708837281948398	-28.724134603707093	-3.5472116814340473	1.4787538887272278	-3.1159238571356176	1.9325152754134483	-20.586738810667786	-13.561144221087382	-50.816927251758	-51.830760166272796	-16.104413188893588	-11.732778753521412	0.7224741145300971	0.00057	0.6492005664248436	0.00259	0.5886137659055671	0.0009037072754081461	0.5007733956671915	0.0030051354436421113	standard
UP000054321_913774	1.0	0.478895096213532	0.0	1073.0	0.0	0.0260950605778192	0.0	0.0130475302889096	0.0	0.0149114631873252	0.0	0.059645852749301	0.0	0.0587138863000931	0.0	0.0428704566635601	0.0	0.027027027027027	0.0	0.0410065237651444	0.0	0.0465983224603914	0.0	0.0251630941286113	0.0	0.0251630941286113	0.0	0.059645852749301	0.0	0.0885368126747437	0.0	0.0801491146318732	0.0	0.0447343895619757	0.0	0.048462255358807	0.0	0.0661696178937558	0.0	0.097856477166822	0.0	0.0643056849953401	0.0	0.0698974836905871	0.0	0.016255514622816544	0.014938808256703948	0.03119432287952049	0.03119432287952049	0.03119432287952049	0.03394379009378801	0.03119432287952049	0.03394379009378801	0.03394379009378801	0.03119432287952049	0.03394379009378801	0.05163206556475948	0.057335128294342015	0.057335128294342015	0.057335128294342015	0.06238864575904098	0.06238864575904098	0.096332435852829	0.0885294511738625	0.09358296863856148	59.1798695246973	60.53051031181557	-20.41006523765135	-12.66016629502971	-54.52003727865809	-52.198150782382314	81.91985088536828	91.20739687047138	79.07735321528419	88.21978129437004	30.754892823858455	26.298379011617044	-17.567567567567547	-13.359148293067705	25.06989748369058	20.807145141546624	42.12488350419395	37.280846751757636	-23.252562907735445	-19.33437944527008	-23.252562907735445	-25.86834275405105	21.27990059024551	15.520950201944247	35.0186393289843	54.419838777060434	22.22739981360678	39.79059089291779	-31.78005591798697	-21.977344617906418	-26.095060577819236	-22.3219950213711	0.9086672879777262	6.060352951589605	-0.5125815470642862	1.5820645460697602	-34.62255358807088	-27.362381509571858	-28.937558247903105	-25.309610597472137	0.8091104858756447	3e-05	0.772077880086596	0.00014	0.6718673790830955	0.00016216205338403294	0.6264907128334651	0.0002189134673621175	standard
UP000006882_3760	2.0	0.40832863774182293	0.03707334917595085	285.0	24.041630560342615	0.022783433824256148	0.000559143446623717	0.00890827320351875	0.0032325480507935144	0.012849658989819051	0.013489335649797776	0.08842789364436095	0.024794517211221445	0.08306563210437876	0.014450363448682262	0.0381041810813482	0.011672119448270566	0.02567460709696545	0.015201712455082944	0.10461352179499844	0.02619237582778084	0.05676089749925865	0.01471246193928718	0.04328111100128495	0.013716487674988613	0.00869823070080055	0.0017473232706991832	0.05676089749925865	0.01471246193928718	0.0437011960067213	0.0037567450320032895	0.055710684985667655	0.010186894668176303	0.0509538400711673	0.001817216201527142	0.045986952653948754	0.008841455749737891	0.051349214193931	0.03040342491016589	0.0863768903825244	0.009767537083208504	0.0405999802312938	0.005905952654963241	0.07539290303449635	0.0010833404278335606	0.017868206028960026	0.01233133913875623	0.03019954516771626	0.03019954516771626	0.03019954516771626	0.043759375114555875	0.03019954516771626	0.043759375114555875	0.043759375114555875	0.03019954516771626	0.043759375114555875	0.06965054420015172	0.041683069100023215	0.041683069100023215	0.041683069100023215	0.06039909033543252	0.06039909033543252	0.10415846544998839	0.07188261426773947	0.09059863550314877	38.978946327962674	27.508233268240417	-45.659533458535556	-27.75907706957072	-60.808540081051845	-57.45081947937574	169.7050756153012	192.81200479433582	153.3501779183555	175.0559044616907	16.21775229811215	-12.92338845882322	-21.692448354255276	-14.983464305906269	219.07124147474568	139.06539232138252	73.1207373727391	29.711398644671284	32.007388553919256	43.317095542064884	-73.47039636255829	-80.12258932393388	15.413824915159394	-18.50616796884265	-33.355676089749934	4.841598640098607	-15.041205396856721	33.65303032745405	-22.295393891469768	22.241094936886313	-29.869897202728062	-23.86151447222878	-21.692448354255127	-14.983464305906107	-12.183494777766848	-17.071656144936004	-58.723353431517964	-43.519054440518794	-23.35054858159537	-16.783621943317176	0.37691157517615864	0.10202	0.3937068320017941	0.08614	0.27664166758624403	0.11960757047294962	0.3291521141105843	0.05164045085610894	standard
UP000001593_45351	134.0	0.45584664242704115	0.036986350931962474	336.03731343283584	237.5121178298833	0.0281679979145569	0.013473170275922371	0.01245206586946078	0.009071411502407638	0.026275496740932297	0.0239731162949928	0.05911716289265592	0.020841805927260818	0.06948802846085939	0.031046529311350966	0.03802648754628157	0.01713127190682277	0.02374798690972151	0.010964846332018538	0.07537262980546622	0.026130760153937203	0.0379694676385112	0.014905659071487293	0.04200052842822529	0.021752797924226852	0.03131266270764608	0.013794595531944969	0.05484987772926969	0.018338488631152998	0.07044090067660377	0.025727476144580028	0.057421036847460964	0.020553494278573253	0.04713891227956462	0.032779673459199514	0.04895773084312264	0.020125002456411186	0.06667024803204695	0.021574326414177964	0.08798722723910953	0.025829248698071405	0.05061333271884341	0.01974531840279433	0.0719902187196604	0.027686238397654266	0.016872187761489816	0.014134122365389497	0.031006310126879315	0.031006310126879315	0.031006310126879315	0.03701285956974057	0.031006310126879315	0.03701285956974057	0.03701285956974057	0.031006310126879315	0.03701285956974057	0.05715353137799131	0.051949040353001685	0.051949040353001685	0.051949040353001685	0.06201262025375863	0.06201262025375863	0.09902547982349919	0.082955350479881	0.09301893038063794	71.8247872787973	66.94929141820825	-24.042398196289152	-11.900678743574504	-19.859734940156397	-15.257582622983199	80.30734682260078	90.66171579509347	111.93848680562138	124.10931251255317	15.98078701615894	2.7385832608558665	-27.56863992534931	-23.409180864980055	129.88652090667225	103.63903432926385	15.806876297459308	2.58452894450959	28.101611706087294	35.458002762525126	-4.496378741679344	-15.400584900375058	11.528084716181834	-4.030640965098286	7.422373531820886	35.59615384220202	-12.432918807621924	10.533392835125008	-28.113158773663866	-9.25932036617329	-25.339460464237884	-21.051988058583486	1.6721282488717224	7.510774031526298	-10.54631897357197	-11.146881190643052	-48.54311173584252	-38.98725950037596	-26.809944301678584	-22.606916221168145	0.6332601114128195	0.00321	0.6248174465591217	0.00383	0.5272998319570706	0.002947248794661092	0.5007733956671915	0.0030051354436421113	standard
UP000008311_3988	59.0	0.4287224695562597	0.03449917428658279	423.3220338983051	207.6408903220244	0.026715220438694676	0.009588327016373643	0.01282967944124876	0.00753445407870392	0.01834178119200117	0.008422452356781567	0.04744506540004042	0.016702602246633523	0.05355039718499669	0.025623037027118278	0.05151704038644281	0.019178375439576165	0.022316242753995272	0.010123749496974583	0.05625176568483761	0.014685728391457598	0.03957876095270422	0.011898337230572412	0.03236810762794308	0.011306926095893904	0.03416067004939529	0.013245964223999965	0.06307196263855253	0.01516795888649229	0.08686112038833929	0.031648720723719305	0.05720455608993243	0.018710864372688797	0.038259751152283604	0.013534532170801299	0.05264649305644796	0.011040663731585186	0.07615888321906901	0.021431997348885172	0.1053271013030399	0.015459127752912945	0.045741835886149385	0.015153891695606046	0.07955615623122772	0.016355920947309213	0.017489626864706075	0.013125312342024133	0.03061493920673021	0.03061493920673021	0.03061493920673021	0.04079475209873733	0.03061493920673021	0.04079475209873733	0.04079475209873733	0.03061493920673021	0.04079475209873733	0.06409987733276858	0.045950738975604505	0.045950738975604505	0.045950738975604505	0.06122987841346042	0.06122987841346042	0.10202463051219775	0.07656567818233471	0.09184481762019063	62.96284467603772	52.74894453354961	-21.73895540838247	-2.25238754760012	-44.05756736439636	-40.08878780340998	44.70744947012346	54.973573782600795	63.328711414240104	74.91590240762093	57.12697317865075	26.28349906810037	-31.935459600314335	-27.10668930843606	71.56788533875492	37.8897107860565	20.715220905748012	-2.9807538555204163	-1.277271734773487	5.726512828833131	4.190043650655763	-16.262096735593044	28.246324031723617	-1.6036141362326273	32.463208592217576	89.03095428879682	-12.763051962852934	24.491047076093032	-41.65387949276743	-16.737462758551256	-19.714098088916764	-14.01829560897109	16.142296909080383	24.38189523225753	7.082552991423921	3.2369348208002817	-53.49580018241479	-40.258041237198924	-19.11790783158514	-13.379809234072063	0.7033568281478233	0.00075	0.758924605820592	0.00019	0.5886137659055671	0.0009037072754081461	0.6231846701636161	0.00022203357053600885	standard
UP000002753_226230	2.0	0.4307979404345043	0.036604670197818226	268.5	60.10407640085654	0.02352531087272	0.010533261245515686	0.0146757533505961	0.0019819030232727745	0.021312921492189	0.007404470178318535	0.0665495262214381	0.012263653732840172	0.05126910053211165	0.008843110443942964	0.047242694135389646	0.010493019559763919	0.02753748968500125	0.020171144983055354	0.059706058105454846	0.015603713650233844	0.0552812793443929	0.021861295784628074	0.04241954300998775	0.0036720538248454972	0.022714338559599298	0.01335017924813686	0.0554875793187832	0.0033803016031454425	0.05609225165751355	0.002022144709024543	0.07097430498250004	0.018521235867234396	0.0516674728964516	0.004235437425369688	0.040811825968187096	0.0013983985798726641	0.0737913667017613	0.027052473246601386	0.11037048629883614	0.01216304951846086	0.05005975585465095	0.0019617821803968594	0.0585109410124349	0.02363192995770426	0.017446831111360868	0.013204553257625826	0.030651384368986692	0.030651384368986692	0.030651384368986692	0.040498873076700255	0.030651384368986692	0.040498873076700255	0.040498873076700255	0.030651384368986692	0.040498873076700255	0.06355091504203964	0.04639671637065268	0.04639671637065268	0.04639671637065268	0.061302768737973384	0.061302768737973384	0.10180164181467363	0.07704810073963937	0.09195415310696008	43.50439632359218	34.84002179284583	-10.477904561363678	11.141612020237297	-34.99558944882347	-30.46669202401971	102.97605497538646	117.11752206785617	56.37075662294073	67.2652037993629	44.090217112938596	16.651873364272042	-16.01065646074609	-10.15906703103468	82.1034772216375	47.42646787326247	68.60790200039855	36.500784206257904	29.379606180462797	38.39356323790769	-30.721267393222057	-43.913652815521736	12.82474461485931	-12.687993112172258	-14.459316222291726	20.89702902551438	8.235815098312695	52.97268973843465	-21.207103832911216	11.360193000927179	-37.761965398514604	-33.425803094425945	12.531834220186116	20.37199660127582	12.209994403816761	8.417196747928479	-49.10591488110486	-35.02791713995303	-40.513876637357846	-36.369441688647164	0.5966186458467947	0.00616	0.6004343266934	0.00612	0.49051147158797265	0.0056791131600991964	0.4785168003042052	0.00457775067321323	standard
UP000028524_1283841	14.0	0.506583031470334	0.023809759199511074	521.8571428571429	566.608514577048	0.029912858763454477	0.008318567515367739	0.015379693463517656	0.00675173010675252	0.009000187075240407	0.004987909815155042	0.055780306585961746	0.012822442732425854	0.06212311499775628	0.01057632134512966	0.044323391677359006	0.016130426978222184	0.01932440323913023	0.007797935248648164	0.05389145476631934	0.014120241588902639	0.0352807572629905	0.007146712010420721	0.03943257331132573	0.010972328360437227	0.03166400400882381	0.010888957059422864	0.052902425799537627	0.012317586680623901	0.08906192740235198	0.022191685523950493	0.06714508746100759	0.017429881168843944	0.049048534841951576	0.011528188517555491	0.057666166724133223	0.00996926202330046	0.06932578659269964	0.014292172218291566	0.09206568628370211	0.02286818376288186	0.053396045269350496	0.011404180457427408	0.07327559447338573	0.012751336252944665	0.015416607408124436	0.015827975553958137	0.031244582962082573	0.031244582962082573	0.031244582962082573	0.030432538104125675	0.031244582962082573	0.030432538104125675	0.030432538104125675	0.031244582962082573	0.030432538104125675	0.045448468800126915	0.06415659194341836	0.06415659194341836	0.06415659194341836	0.062489165924165146	0.062489165924165146	0.09292170402829084	0.09540117490550093	0.09373374888624773	82.46843845707254	94.03009995370724	-6.183869872542182	-2.8322136896931087	-72.54942942051672	-71.19440804774784	70.12993508718354	78.52792803685344	89.47550074315689	98.82843395012475	35.18634461594513	45.64474223512162	-41.06057012065273	-38.151188439347365	64.3689370372742	77.08498246820034	7.606309652121157	15.931037832850233	20.269348599543616	26.20611182162309	-3.4247877730872553	4.046543539959257	7.568265792393297	16.400897975664904	35.81943928858694	38.819604820808436	2.396258378036692	4.658126978167535	-25.200984366023754	-23.548721407756563	-12.059095745696727	-7.718136622090557	5.72182455386708	10.94048955115067	-6.3998856115695055	-0.9212247596407642	-45.71402064282699	-44.02999195529653	-25.503145618724492	-21.825814774238207	0.7487603833057237	0.00026	0.6979668061562874	0.00089	0.6254021262746651	0.00042134883601535904	0.5452865863931641	0.0012337333969834146	standard
UP000002762_655819	36.0	0.5696887912324846	0.04516242689056851	816.5555555555555	1098.372964094605	0.022172954132406268	0.008935647959596144	0.017412270506307646	0.010003174452173753	0.020677173562078204	0.01857990243462478	0.06130893204586507	0.015607058552251307	0.05028685555052137	0.019423987315051825	0.036959585962306904	0.014467445864835605	0.024811331061807496	0.010506512285157874	0.04637395269554724	0.02377371898496423	0.03335785378702837	0.012397675974800248	0.03818264546580941	0.011945623802346029	0.03168198239456807	0.012328201394055072	0.044942216404475425	0.01551010092048193	0.09600234921619279	0.022126698551888993	0.07231152069116098	0.020948855853677773	0.06547567889879834	0.014697829655236486	0.059590731938752986	0.019390331927360137	0.06684546210924619	0.014947876301988374	0.08562884941470922	0.026372886099820535	0.05288038938473196	0.020426864743448694	0.07309726477768522	0.021620073717197614	0.013185997989977685	0.017456936057091713	0.030642934047069397	0.030642934047069397	0.030642934047069397	0.023145967048870026	0.030642934047069397	0.023145967048870026	0.023145967048870026	0.030642934047069397	0.023145967048870026	0.03310593610776237	0.08113632971398235	0.08113632971398235	0.08113632971398235	0.061285868094138794	0.061285868094138794	0.08443183514300881	0.11177926376105175	0.09192880214120819	35.2550202076784	68.15529737877499	6.2148500884767675	-0.2558613415205929	-36.9346206356614	-32.52221366819242	86.99224273988871	100.07526678643386	53.374909429090366	64.105876654232	12.726737185036194	59.68045700692058	-24.325440261487046	-19.03082445141907	41.44055572141926	100.35435373097185	1.7414540504366611	44.11950780279403	16.45706867071885	24.605057097856765	-3.3699536965672685	36.87906116722294	-8.617493310899864	35.75274312795461	46.403582554694175	18.322272593073123	10.275069054020628	-10.876519869619614	-0.14958967933241477	-19.301650531137092	-9.124133793401585	-2.765949489011034	1.9393297166005636	9.071575859164668	-12.944003095045614	1.4177285968887585	-46.23827079218916	-52.69212946528859	-25.68444747602002	-20.484915418126075	0.8347881720259557	0.0	0.8115007080310546	3e-05	0.6989788470128611	8.107454851974098e-05	0.6454412655266023	0.0001310873501540629	standard
