Proteome_ID	codon_pear	p_codon_pear	codon_spear	p_codon_spear	codon_log_mse	gc_pear	p_gc_pear	gc_spear	p_gc_spear	gc_log_mse	shannon_entropy
UP000008323	0.4018785326517017	0.07901043253857556	0.5296600186281849	0.016313227342501326	0.7713873164454566	0.6677101911410599	0.001295573930662105	0.5067117097095317	0.02260533024634162	0.6358379902756418	4.126533349964585
UP000002535	0.6821588844794775	0.0009220543574535546	0.665881203449352	0.0013508478033678896	0.3940179823565887	0.718536197003769	0.0003585204751825499	0.6735836862905655	0.0011307558821570674	0.38032576052874456	4.1854619623771585
UP000001961	0.7876013806747255	3.7522219050395164e-05	0.8149232056654523	1.2095676632203812e-05	0.29485477421402345	0.7719186623937538	6.695156395845962e-05	0.7650203857870223	8.517286992706112e-05	0.3473432512860156	4.111444273876742
UP000000815	0.7047731192611242	0.0005208430470319948	0.7572295273882522	0.00011073420249480807	0.3533899383547667	0.6985756343588788	0.0006121648750474268	0.7314935959716549	0.0002472533791546744	0.3502043265656241	4.175189349275049
UP000000425	0.6436046968057008	0.0021995666303056736	0.7139592686803521	0.00040687614220449885	0.4408253961397331	0.6175887141555052	0.0037139649820964733	0.6339611165087674	0.002685410692237191	0.5218417411461763	4.131480766480556
UP000010481	0.4768316656019279	0.03352471082145219	0.6145979338696185	0.0039331952065460064	0.6515311649888218	0.39273393337739504	0.08673484180720688	0.5905286842479506	0.0061184893179364284	0.6925050747670992	4.189675428804161
UP000002194	0.6941228009125762	0.0006858597092138867	0.7171644730290854	0.00037246965829765364	0.33834297574382716	0.6897002332934231	0.0007663559709187793	0.636247033996179	0.0025628517897281233	0.6556230486954538	3.9874190357745665
UP000010378	0.49988576743464813	0.02480776133695289	0.46733425643474924	0.037743984589252044	0.6637707017003046	0.8015324055474513	2.1524346840733142e-05	0.7077575866673105	0.00048117005919138205	0.4392552802546863	4.169149572228105
UP000001168	0.6052636317525649	0.004687441780001578	0.687516332803302	0.0008089647100798602	0.5250623216006762	0.5819452020415316	0.007105620648357461	0.6903470811982492	0.0007541063373895976	0.5033536437606955	4.190332683416937
UP000000430	0.6365108045537909	0.0025490149287274214	0.6570668914903353	0.0016458434524204675	0.4286626155445118	0.6272629549201345	0.0030729787446847124	0.6773935487695845	0.001033590571850578	0.3988942226706583	4.196952176746137
UP000001054	0.7400763510285624	0.00019108093641349673	0.809314098055169	1.5481794963957567e-05	0.3410974913193399	0.7298951003045251	0.00025913866458362886	0.7063485036101291	0.0004995687578485129	0.5478387779277835	4.032332442905241
