Proteome_ID	codon_pear	p_codon_pear	codon_spear	p_codon_spear	codon_log_mse	gc_pear	p_gc_pear	gc_spear	p_gc_spear	gc_log_mse	shannon_entropy
UP000006687	0.8290034001161556	6.267790824941688e-06	0.7561617271382238	0.00011470449720958785	0.2313746959949509	0.8312173973122582	5.622115275272449e-06	0.6537610246076663	0.0017695863227066553	0.24268254483803386	4.1329605428382
UP000007251	0.6312949209464928	0.0028344889712108574	0.6900893432135248	0.000758967225979517	0.4434898133503893	0.7020677506879913	0.0005591724372589654	0.6791125096982105	0.0009921136892562796	0.45382358540054524	4.1042142324552655
UP000006677	0.5401505058816612	0.013949850565766128	0.4029599710963135	0.07813192451580911	0.6776455844959355	0.6064575089799793	0.004584788319088477	0.407160215090556	0.07478861381298828	0.5677077357351296	4.160145467068414
UP000007666	0.6247015829388685	0.0032329747785638683	0.6060713735314999	0.004617784309273511	0.46811279012585627	0.5144321207089448	0.020304300816173248	0.2865486042052404	0.22062855064282816	0.5590130789567997	4.157415538119297
UP000099345	0.7470387443159677	0.00015390794503105168	0.7724138869881004	6.578385924588339e-05	0.25439047011954213	0.8358657392181037	4.451941172717463e-06	0.7783663536393469	5.306222845891219e-05	0.45940644292217775	3.9682874814809987
UP000007699	0.4926883382785794	0.027310297299306518	0.49676644210051607	0.025869077038127988	0.4901440120715265	0.3482674189266538	0.13237941778872075	0.30037668698190073	0.1981669347542726	0.5767329934160808	4.162986202042706
UP000002135	0.5107985204957017	0.02136284335267829	0.5693644935733336	0.008784819501661269	0.4282236948924279	0.5120348436065842	0.0209978670525246	0.5392952282897553	0.01413154922537238	0.4286716400946541	4.143017271609381
UP000008222	0.5952974242083403	0.005620692561684722	0.6427782534896661	0.0022380923503774897	0.39852333404506285	0.5682934333816	0.008941554376275026	0.5746336620523319	0.00804600579755277	0.40846921285505167	4.160917209096621
UP000008623	0.650232273320172	0.0019101806942490903	0.7390318498244131	0.00019727123051437495	0.38699731516417907	0.6606035844668648	0.0015215790981953092	0.6806489633400615	0.0009562377653204537	0.4165253214155512	4.121611916652019
UP000172353	0.040026861134494926	0.8669405043144502	0.042416839062769836	0.8590694842147478	1.8376019573903588	0.6434012687594025	0.0022089978904585817	0.5346858673642019	0.015143867491726153	1.3355051153397393	3.795675808554364
UP000163220	0.3666751009583211	0.11178969838885047	0.27081520324691516	0.24813907138755575	0.8273472387764118	0.5784733709318404	0.0075402486843606205	0.5577326719919692	0.010612456995573935	0.63292851031034	4.112850283513046
UP000000360	0.5995889257289787	0.005201673435098285	0.6740286162082547	0.0011190261613083293	0.4139822300769064	0.5967596828498007	0.005474908921660387	0.6478588117829527	0.002009910032506205	0.4122543746929341	4.145318305285389
UP000004993	0.7181325728789728	0.0003625779713552835	0.8132613181842603	1.3024357958069786e-05	0.29735311209930276	0.6859052207949609	0.0008416670044406623	0.7459482431187356	0.00015928364803048173	0.29523762946419413	4.157097373607471
UP000008865	0.8470017949738475	2.469269163035568e-06	0.8124456097407453	1.3502385984245604e-05	0.3147198156771382	0.8478267842882572	2.35945827773847e-06	0.7851278109859401	4.1238589287212737e-05	0.3142214277704247	4.146103407659554
UP000009108	0.7607830949756786	9.835900604882081e-05	0.7675816453474312	7.796411084070348e-05	0.4820511132236108	0.6361750583308574	0.002566638341270676	0.6337871272636014	0.002694935631811113	0.557908803448403	4.161029030308972
UP000000396	0.5486524019820663	0.012243967723265043	0.38093584312141376	0.09750559717433284	0.7708214271480001	0.5212364842942825	0.018434582968336354	0.3433973889537331	0.13824790649524665	0.7514449701252554	4.162966146366381
UP000007661	0.601774760311469	0.004998357048359753	0.6280955015063996	0.0030224140412678856	0.5044098035626396	0.5960379619708612	0.005546468697204241	0.6238001785915689	0.0032909014939917418	0.4744427530782767	4.158731548704505
UP000007068	0.7302210228804555	0.00025667653280589143	0.647672504150755	0.0020179193496568573	0.43657250479454407	0.7394200024747628	0.00019495108663008934	0.6867947779074662	0.0008234754245314515	0.3949028199854221	4.16299095623555
