Proteome_ID	codon_pear	p_codon_pear	codon_spear	p_codon_spear	codon_log_mse	gc_pear	p_gc_pear	gc_spear	p_gc_spear	gc_log_mse	shannon_entropy
UP000000242	0.5959738588342174	0.00555286167041954	0.5913449933431097	0.006030799216771075	0.5095466562056491	0.6283610950727535	0.0030064295659780176	0.6209345904003266	0.0034808086850627753	0.4746103010486422	4.189115642873589
UP000000254	0.4021526527491372	0.0787870598421514	0.5049687583604083	0.023152355713442156	0.6412395044061986	0.49340864085568953	0.027051245942756583	0.5185996455140274	0.0191420838625265	0.6140512357243314	4.175465704507616
UP000000262	0.5277093489210273	0.01678613221920035	0.6644325767900109	0.0013960216664637213	0.521272106682411	0.530411932804109	0.016133817245983336	0.4985943179422696	0.025242905782896414	0.6293681932713994	4.107735283737992
UP000000346	0.6831368046675473	0.000900470242121718	0.7640974633085125	8.790732660881848e-05	0.430492987906075	0.7036787046230409	0.0005360708246234772	0.6132402336419582	0.004036195523804757	0.5314416514028414	4.094327505355922
UP000000365	0.5201211959039795	0.018731236575475492	0.6129390520887851	0.004059344249265621	0.4719284074889859	0.5477992917818123	0.012407122478174918	0.5055192390248012	0.022978466014384233	0.4784958059052002	4.163889805210157
UP000000391	0.38352810858539055	0.09505945848000802	0.4003206275159816	0.08028886833076176	0.621352641357144	0.5004660365782256	0.02461418489692249	0.5286023092999063	0.01656830555859278	0.5040000893004997	4.182427699785611
UP000000536	0.4516132198185597	0.04562137581927487	0.5813785046912595	0.0071751276336624896	0.623579150492394	0.4558109499851349	0.0434043084141104	0.501672060645617	0.024215679212183	0.6780635296916329	4.150717995521825
UP000000554	0.4840154521124109	0.030585392410619368	0.5714120160394094	0.008491424955413203	0.6180805209828494	0.6251067425617223	0.0032072154651542613	0.6070847482352636	0.004531604761023782	0.7796500852156539	3.9178274540241596
UP000000578	0.208985945110742	0.37655784198073544	0.245840053412304	0.29612373780747653	0.8780444705404008	0.48192909479892637	0.03141737933672182	0.3924121946767863	0.08701638640114755	0.7844228781392845	4.132384007146291
UP000000590	0.3007345455405096	0.1976067698556666	0.3654379172345059	0.11309627845627135	0.7756901980822467	0.4799093896720791	0.032239566873946086	0.5647657860642376	0.009473965180402348	0.6438380528981151	4.158945260379854
UP000000641	0.6188902666907643	0.00362177458235681	0.7076206942813615	0.0004829318612192048	0.537236322194756	0.638716306196432	0.0024357377928013336	0.5432215871408062	0.013312864957699072	0.6222667181565515	4.087156163329728
UP000000663	0.5785410190927297	0.007531577121151758	0.6627714953480359	0.0014493766728318255	0.4221629710203815	0.5975774151631469	0.005394749662729556	0.49474713956308547	0.026575008983263218	0.5435031448911329	4.113149436069395
UP000000674	0.5985912726868986	0.005296709374125347	0.6943320427455614	0.0006822359587651224	0.4489523640006805	0.6311966737641128	0.002840111332575835	0.604776441207753	0.0047298735693494095	0.5016774223130842	4.127787788733473
UP000000740	0.47763200470797595	0.033186735762302626	0.5714120160394094	0.008491424955413203	0.6359310902241817	0.6037356379828889	0.004821585002360906	0.5786156282293006	0.0075220227169861785	0.7746571454298528	3.959071625098763
UP000000758	0.6380874825412268	0.002467598160268437	0.7225704272591368	0.0003200450552713805	0.278801686398482	0.7117959664828659	0.00043159616665070015	0.5978515201252215	0.005368097447001028	0.38735995382762733	4.098305987271849
UP000000792	0.3964894825311193	0.08349795705925331	0.42689793058758196	0.06048929266694587	0.6095773635918772	0.4951493438197525	0.026433204235059467	0.5355272303824378	0.014954864836655743	0.564450843093864	4.163793899010808
UP000000805	0.16729555614186847	0.4808181234435238	0.2707562750419294	0.24824604844224185	0.8726410705158099	0.39871316702444776	0.08162398992944814	0.33547395466486046	0.1481830405340146	0.780315466663025	4.138110655407024
UP000001013	0.3782900463925825	0.10004930444387686	0.5116130841283084	0.021121813510381057	0.6973774585993613	0.4138002802999896	0.0697225455319635	0.5078275460523117	0.022260542233166668	0.6545008741401077	4.1951629996214646
UP000001015	0.38324587815754785	0.09532357913505965	0.4169314419357318	0.06742490168169066	0.7091618357372753	0.5603131929630908	0.010182506908482205	0.44319494928201747	0.05032913622242394	0.6263837215524256	4.154596011431324
UP000001018	0.4612490770174361	0.040656765240793764	0.491680106824608	0.027676176902107955	0.6703163743427791	0.5822049195861031	0.007073950362145431	0.5424521514649693	0.013470209139990282	0.5743318369793325	4.181945564546726
UP000001024	0.5202838494035182	0.018687736875035058	0.5647676902715093	0.009473670985442438	0.6051437366469979	0.5438323953290247	0.013189017303979549	0.6240123331036739	0.0032771908929171713	0.550714728317235	4.188249401014884
UP000001059	0.4492811708964195	0.046890140465880276	0.490019025382633	0.02828737447346491	0.5371189303176297	0.47939156814200756	0.03245304940743634	0.5301411806515799	0.016198236675532975	0.4667592295345268	4.196372842619576
UP000001137	0.5921701588190974	0.005943209918180472	0.6511439252542107	0.001872992277865793	0.5034888480820009	0.6261513787635667	0.003141585007423777	0.7009559006873576	0.0005756047770020695	0.4598168255197188	4.1959736194596795
UP000001169	0.5130498249283051	0.02070195493616444	0.5946671562270598	0.005684506125708773	0.56947056293985	0.6133489851365819	0.004027863814994559	0.5724601428226059	0.008344358997538928	0.6331972680632414	4.024049084061305
UP000001304	0.4331629567192078	0.056414774042370504	0.5332071428739837	0.015480694360914076	0.6191920935452393	0.4931713313369846	0.02713637775744096	0.5409132801132956	0.013789395583312665	0.6060488249066748	4.174785682859145
UP000001400	0.31614151796668494	0.17448746570054297	0.428559012029557	0.05938794958013163	0.7007238852776347	0.39110015117728575	0.08817149710316692	0.4855139114530435	0.029998577236942166	0.5966271312263254	4.191547504097644
UP000001686	0.5868076321086343	0.0065315909126429355	0.5631066088295342	0.00973314389539076	0.5938948743205724	0.5927129314290772	0.005886168071575388	0.5693824001192586	0.008782218286920473	0.6057826410952174	4.173916633280719
UP000001746	0.49352093152270127	0.0270110364817273	0.5830395861332346	0.006972951866570138	0.6378991422066609	0.6053202695424418	0.0046825293775964085	0.6024681341802425	0.004935249074203212	0.7891753980019075	3.931823922834415
UP000001826	0.49878737257515493	0.025177476925142293	0.609616889204835	0.004322058087497048	0.5694699028924417	0.5829478742644516	0.0069839913140990525	0.5393744087616219	0.014114648183271872	0.639874882861726	4.038194189986997
UP000001879	0.4809623523071245	0.03180884998026278	0.5182574098962085	0.0192354767467937	0.6185154895248435	0.579234550958378	0.007443145404255455	0.5355272303824378	0.014954864836655743	0.6703589753033736	4.026919520951081
UP000001901	0.36508334720116087	0.11347275474873017	0.48835794394065796	0.028909137404594647	0.6563492235123112	0.40123776127893457	0.07953441350576568	0.5339883590307641	0.015302005831144931	0.5982742572272489	4.196314578026888
