Prot_Tax_ID	#Proteins	GC_med	Length_med	M_med	W_med	C_med	D_med	E_med	F_med	H_med	K_med	N_med	Q_med	Y_med	I_med	A_med	G_med	P_med	T_med	V_med	L_med	R_med	S_med	M_freq	W_freq	C_freq	D_freq	E_freq	F_freq	H_freq	K_freq	N_freq	Q_freq	Y_freq	I_freq	A_freq	G_freq	P_freq	T_freq	V_freq	L_freq	R_freq	S_freq	M_pct_code	M_pct_freq	W_pct_code	W_pct_freq	C_pct_code	C_pct_freq	D_pct_code	D_pct_freq	E_pct_code	E_pct_freq	F_pct_code	F_pct_freq	H_pct_code	H_pct_freq	K_pct_code	K_pct_freq	N_pct_code	N_pct_freq	Q_pct_code	Q_pct_freq	Y_pct_code	Y_pct_freq	I_pct_code	I_pct_freq	A_pct_code	A_pct_freq	G_pct_code	G_pct_freq	P_pct_code	P_pct_freq	T_pct_code	T_pct_freq	V_pct_code	V_pct_freq	L_pct_code	L_pct_freq	R_pct_code	R_pct_freq	S_pct_code	S_pct_freq	Spearman_code	Spearman_code_p	Spearman_freq	Spearman_freq_p	Kendall_code	Kendall_code_p	Kendall_freq	Kendall_freq_p	Genetic_code
UP000007304_858893	5.0	0.5175184828029572	1036.0	0.0258620689655172	0.015028901734104	0.0135135135135135	0.0551724137931034	0.0443349753694581	0.0501930501930501	0.0226293103448275	0.0538793103448275	0.0434362934362934	0.035303776683087	0.0434362934362934	0.0488063660477453	0.0723938223938223	0.0665024630541872	0.0656370656370656	0.0582922824302134	0.0663129973474801	0.0872844827586206	0.055019305019305	0.0788177339901477	0.015059038381677275	0.016152599463358036	0.031211637845035313	0.031211637845035313	0.031211637845035313	0.029098551804595037	0.031211637845035313	0.029098551804595037	0.029098551804595037	0.031211637845035313	0.029098551804595037	0.0431380652275128	0.06695634501066869	0.06695634501066869	0.06695634501066869	0.062423275690070626	0.062423275690070626	0.09152182749466567	0.098167982855704	0.09363491353510595	57.7586206896551	71.73785144863069	-8.323699421965484	-6.9567609337625775	-58.783783783783775	-56.703606582238265	68.27586206896558	76.76872347113759	35.22167487684737	42.04629564644989	53.08880308880299	72.4932928968787	-30.98060344827604	-27.497203263791437	64.33189655172407	85.16148400319791	32.48069498069503	49.27304192999133	7.676518883415477	13.110939125876737	32.48069498069503	49.27304192999133	-0.7603890362511143	13.139905070701563	10.40057915057915	8.120929214829781	1.4162561576355945	-0.6778774385148619	0.09652509652516654	-1.9703575118875951	-11.104269293924455	-6.617713047241323	1.1273209549072738	6.2312040090971905	-11.260775862069048	-4.629873388719263	-44.063706563706575	-43.953921208529614	-19.86863711001649	-15.824417394696406	0.8430707114933951	0.0	0.7622591132658163	0.00017	0.7131207431112068	6.017786259665767e-05	0.6025157343041205	0.00036749774300275003	standard
UP000007796_655863	3.0	0.6144125683060109	408.0	0.0147058823529411	0.0174418604651162	0.0	0.0661764705882353	0.0553846153846153	0.0389743589743589	0.0287179487179487	0.0441176470588235	0.0348717948717948	0.0406976744186046	0.0290697674418604	0.0465686274509803	0.1015384615384615	0.0930232558139534	0.0406976744186046	0.0523076923076923	0.0882051282051282	0.0955882352941176	0.0465116279069767	0.0735294117647058	0.0114186784407949	0.0181950420859079	0.029613720526702803	0.029613720526702803	0.029613720526702803	0.01858470843504584	0.029613720526702803	0.01858470843504584	0.01858470843504584	0.029613720526702803	0.01858470843504584	0.025750738429296784	0.09437570102309711	0.09437570102309711	0.09437570102309711	0.059227441053405605	0.059227441053405605	0.07781214948845144	0.12398942154979992	0.0888411615801084	-10.294117647059181	28.787954133134903	6.395348837208943	-4.139488203630164	-100.0	-100.0	101.83823529411788	123.46557410293558	68.92307692307688	87.02349586461042	18.87179487179479	109.71197428560986	-12.410256410256357	-3.0248539961278462	34.55882352941183	137.3868129974495	6.3589743589742715	87.63702962396668	24.127906976744175	37.42844092118501	-11.337209302325675	56.41766747893936	-5.310457516339942	80.84385260967456	54.84615384615397	7.5896236401056205	41.86046511627911	-1.4330438815100492	-37.936046511627914	-56.87695669816066	-20.23076923076915	-11.683349175044967	34.51282051282067	48.926117077375174	-2.8186274509804257	22.844871813115006	-52.71317829457368	-62.487422454587815	-25.24509803921576	-17.234972554468385	0.7354955261894175	0.00039	0.67231253790045	0.00154	0.5963164834636816	0.000793776193911748	0.5411483909953675	0.0013764158406867634	standard
UP000024404_6282	40.0	0.4091046456177707	259.5	0.02376919602529355	0.0086581709145427	0.01467769378217135	0.059603747804021	0.0702275299303115	0.03985178463399875	0.022989885410665052	0.06920498084291185	0.047822949996863	0.034027376132639245	0.02859545836837675	0.06614610419407135	0.06620131318926495	0.06413138846238206	0.04296416157257575	0.05228018116507885	0.0635604632372744	0.0809313663682595	0.04675590367079725	0.06473499361430395	0.017855235199263433	0.012362019119702685	0.030217254318966116	0.030217254318966116	0.030217254318966116	0.043644664978812545	0.030217254318966116	0.043644664978812545	0.043644664978812545	0.030217254318966116	0.043644664978812545	0.06943409475836165	0.04184165276651044	0.04184165276651044	0.04184165276651044	0.06043450863793223	0.06043450863793223	0.10407917361674479	0.07205890708547655	0.09065176295689836	44.99209575429084	33.1217189806275	-47.18515742128947	-29.961514937772282	-55.233033964377334	-51.426116922348	81.79143080226427	97.25070707900223	114.19396628745035	132.4087065919573	21.547943133696336	-8.690364209818224	-29.880849497471505	-23.918019923354667	111.07519157088139	58.5645825818749	45.85999749043233	9.573415261816804	3.783497204549823	12.609093379082006	-12.783851976450805	-34.48120547549508	34.49707852794524	-4.735412156999916	0.9570026136291697	58.21868595556936	-2.1996325948672384	53.271642543030865	-34.479653601821894	2.682754460798345	-20.27272372325466	-13.492833244837952	-3.070293563156413	5.1724663107133155	-17.71977752560283	-22.24057555810681	-52.464831268022785	-35.11433136872972	-34.18608982545764	-28.589371565688033	0.5567909658837243	0.01193	0.5425244170123107	0.01426	0.4414603244291754	0.01280382051313982	0.42287531189673944	0.012222799412410503	standard
UP000030669_670483	5.0	0.5745341614906833	321.0	0.0166880616174582	0.0174418604651162	0.0121951219512195	0.0465116279069767	0.0311526479750778	0.0337552742616033	0.0203488372093023	0.0277777777777777	0.0421940928270042	0.0377906976744186	0.0379746835443038	0.0623052959501557	0.0982028241335045	0.0903426791277258	0.0809968847352024	0.0996884735202492	0.0757381258023106	0.0465116279069767	0.0232558139534883	0.1014120667522464	0.013000356464134572	0.017555225882225522	0.030555582346360095	0.030555582346360095	0.030555582346360095	0.022627647467304498	0.030555582346360095	0.022627647467304498	0.022627647467304498	0.030555582346360095	0.022627647467304498	0.03225493847047442	0.08252237567995063	0.08252237567995063	0.08252237567995063	0.06111116469272019	0.06111116469272019	0.08373881216002468	0.11307795802631072	0.09166674703908029	1.797175866495142	28.366184908062188	6.395348837208943	-0.6457645026607417	-62.80487804878048	-60.08872678981282	41.86046511627911	52.21973968536508	-4.984423676012599	1.954031253437487	2.9535864978902002	49.17712639096713	-37.936046511627914	-33.403863887652804	-15.277777777777912	22.760343592566617	28.691983122362956	86.47140798870922	15.261627906976877	23.678538494359227	15.822784810126727	67.82426718983838	26.68743509865007	93.16513657959331	49.759306803594534	19.00145060579434	37.77258566978201	9.476585451326457	23.520249221183818	-1.8485785608797698	52.024922118380225	63.12645000550039	15.500641848523799	23.935006284265484	-52.71317829457368	-44.456308004353964	-76.3565891472869	-79.43382215296354	3.1022678647838555	10.631248547536424	0.6972465714146698	0.00089	0.6250524728779694	0.00415	0.5963164834636816	0.000793776193911748	0.5076752946451386	0.0026852854550760085	standard
UP000009297_2059318	106.0	0.5089875220424034	428.5	0.0186533505154639	0.0101889042299485	0.00826449808968855	0.05775843524019125	0.0641624684166379	0.03463268365817085	0.021913580246913547	0.058173324505260054	0.036365559831263744	0.038842778357976504	0.02660885934662735	0.05081983400349985	0.07698233969420405	0.06853165625879624	0.05026037945542585	0.055443094916779095	0.06323262663103896	0.08856939102972261	0.06138663434173075	0.08033099747055095	0.015339182210653257	0.015900720845288905	0.03123990305594216	0.03123990305594216	0.03123990305594216	0.03013665668875741	0.03123990305594216	0.03013665668875741	0.03013665668875741	0.03123990305594216	0.03013665668875741	0.04493413116686157	0.06476707439871651	0.06476707439871651	0.06476707439871651	0.06247980611188432	0.06247980611188432	0.09261646280064173	0.09600697745465868	0.09371970916782649	13.785438144329929	21.60589957989358	-37.847684197314074	-35.92174638442705	-74.79328082644989	-73.54505846292454	76.16322748258354	84.88673007967286	95.69552867074584	105.38625968761937	5.629685157421217	14.918798113032553	-33.1635802469136	-29.85387884311839	77.42863974104338	93.03177889325005	10.914957485354554	20.668859213006364	18.47047399182848	24.33706432577484	-18.84297899278648	-11.706001029125826	3.3336624737831415	13.098512609005159	17.398068033661325	18.860301177552664	4.510775794664401	5.812493300074606	-23.352921330475485	-22.398255715527796	-15.449280251911777	-11.262376811004168	-3.570244387665473	1.2049021371906	-9.954452453115332	-4.369711008754998	-37.59025508590706	-36.06023648570555	-18.330152571606526	-14.285908285630722	0.7702673304857817	0.00017	0.7413992384171044	0.00029	0.6499276998540637	0.0002477004924662829	0.5786714794376435	0.0006063042114599626	standard
UP000002035_554155	114.0	0.523018794266912	425.0	0.02178572546074655	0.0135363079882153	0.0103591357848046	0.059239272632129705	0.0516466827048861	0.0372708811525562	0.0236966824644549	0.05380193939226855	0.04322557416811945	0.03579436258808455	0.0306907378335949	0.0495066158331464	0.08299970562260814	0.07772880036404106	0.052301739774921446	0.0632782226814776	0.06309717602094975	0.07916748507970081	0.046924406324009404	0.0785927355676434	0.014874070729925188	0.01630969615888701	0.0311837668888122	0.0311837668888122	0.0311837668888122	0.0284388838278238	0.0311837668888122	0.0284388838278238	0.0284388838278238	0.0311837668888122	0.0284388838278238	0.042003696925722415	0.06838716478910362	0.06838716478910362	0.06838716478910362	0.0623675337776244	0.0623675337776244	0.09080641760544819	0.0995709316779158	0.09355130066643658	32.89292531055412	46.46780868747507	-17.428521271886567	-17.004536097139457	-68.40463585634593	-66.78035780045178	80.67978152799581	89.96830255738918	57.52238224990279	65.62041041749636	13.676187515296556	31.05606175756949	-27.72511848341247	-24.009557443951525	64.09591514641929	89.18442692054691	31.83800121276449	51.994622678646664	9.172805893658008	14.785242962185219	-6.39324960753544	7.918222175681697	0.663452194064468	17.862520341225764	26.574551074477565	21.367373363945617	18.536420555162763	13.659925226825434	-20.239846843244695	-23.521116957820016	-3.500710410746534	1.4601970748119195	-3.776806568051519	1.169907160233298	-19.513056835637496	-12.817301720147443	-52.2935202372571	-52.873388313974225	-20.097385506229195	-15.989692278174667	0.7638949016916904	0.00011	0.7025386411311101	0.00075	0.6376649130643645	0.00032379165073836253	0.5452865863931641	0.0012337333969834146	standard
UP000028524_1283841	14.0	0.5113081535504987	386.0	0.03203165072564335	0.01626504204979535	0.008640069169960449	0.05853292474567765	0.0615847280334728	0.0437007633587786	0.01900210885269435	0.0553173541726763	0.0372685185185185	0.03909945015413535	0.02706633982784605	0.05348970251716245	0.08463468740047655	0.06830876909617059	0.0507963021152033	0.0573008918914682	0.06881040956071235	0.0944577991452991	0.0560510780287474	0.07012553418803415	0.015263808808331163	0.01597020689957863	0.031234015707909794	0.031234015707909794	0.031234015707909794	0.029852465098277863	0.031234015707909794	0.029852465098277863	0.029852465098277863	0.031234015707909794	0.029852465098277863	0.044441121388224564	0.0653590069718051	0.0653590069718051	0.0653590069718051	0.06246803141581959	0.06246803141581959	0.09232049651409746	0.0965930226797149	0.09370204712372938	95.39306942642469	109.853589807546	-0.7832434962482515	1.8461573608322939	-73.6477890316206	-72.33762942696987	78.52542047431706	87.4012144101426	87.83342050209227	97.17198265312041	33.287328244274896	46.38912804992986	-42.04356799928217	-39.162133263952356	68.71793022666293	85.30246661562119	13.668981481481563	24.842348515695793	19.253322970112965	25.182270892671966	-17.447663525069444	-9.332982255433704	8.762395118230444	20.360829894214742	29.0678982857269	29.49200320161946	4.170872871660277	4.513168514995902	-22.53563927431487	-22.281098705927306	-12.616139865510892	-8.271654168123582	4.935874580086468	10.152998263503154	-3.9679042022792324	2.315090052483926	-43.01473733744013	-41.971918391452874	-28.705706908831942	-25.161150326378145	0.7463707225079393	0.00026	0.7093963935933444	0.00058	0.6131393394849658	0.0005458314915435368	0.5341582887116709	0.0015506894856330208	standard
UP000000759_556484	117.0	0.3416666666666667	141.0	0.0231578947368421	0.0072463768115942	0.0072463768115942	0.0374331550802139	0.0518134715025906	0.036231884057971	0.0123456790123456	0.0674846625766871	0.0476190476190476	0.036144578313253	0.0294736842105263	0.08	0.0697674418604651	0.065252854812398	0.0365853658536585	0.0613915416098226	0.0643564356435643	0.1047619047619047	0.0530612244897959	0.0652173913043478	0.018509910300925924	0.009606409143518518	0.02811631944444444	0.02811631944444444	0.02811631944444444	0.054175347222222225	0.02811631944444444	0.054175347222222225	0.054175347222222225	0.02811631944444444	0.054175347222222225	0.08984078414351852	0.029184027777777777	0.029184027777777777	0.029184027777777777	0.05623263888888888	0.05623263888888888	0.1104079861111111	0.05730034722222222	0.08434895833333332	41.26315789473698	25.110788547061023	-55.797101449275324	-24.56726854608978	-77.89855072463766	-74.22715008658068	14.171122994652535	33.136754098198274	58.031088082901526	84.28255378507065	10.507246376811691	-33.12108566770935	-62.34567901234587	-56.09070014750807	105.82822085889592	24.567106694990446	45.23809523809537	-12.101998306132295	10.240963855421773	28.553733303079525	-10.10526315789467	-45.59576316211136	62.666666666666856	-10.953582203599318	6.39534883720941	139.0603599739911	-0.48939641109293625	123.59098377121505	-44.20731707317072	25.360920474165948	-6.377899045020416	9.174214162574328	-1.8564356435643192	14.446764219490719	6.507936507936457	-5.11383419630929	-46.05442176870749	-7.398075121580244	-33.69565217391307	-22.68145025974203	0.7103946496184894	0.00068	0.7256706758290571	0.00053	0.5594309277855157	0.0016471089730422067	0.5746214873455964	0.0006801405231472973	standard
UP000009046_121224	10.0	0.3367730460753716	380.5	0.0208132218987698	0.0123560897736876	0.0242159498207885	0.05118348161826415	0.0606063445510042	0.0512615595387601	0.01438867438867435	0.0790455531453362	0.05658944658944655	0.0310030511060259	0.0364942662688793	0.06463768115942026	0.049092362141797	0.07176725597778225	0.0538931384861285	0.044998794890334995	0.05421558210827	0.092033462033462	0.030350877192982448	0.0601603609163004	0.01851704465272342	0.009402575536337485	0.027919620189060905	0.027919620189060905	0.027919620189060905	0.05498374905151764	0.027919620189060905	0.05498374905151764	0.05498374905151764	0.027919620189060905	0.05498374905151764	0.09145045345031186	0.028354021140721095	0.028354021140721095	0.028354021140721095	0.05583924037812181	0.05583924037812181	0.11082298942963946	0.056273641329782	0.08375886056718272	26.96065358249594	12.400344056569889	-24.627852380505544	31.411757618281005	-26.141353046594983	-13.265475472777124	56.10961893570585	83.32441942859303	84.84935088056304	117.07438761917747	56.34775659321849	-6.769617526935091	-56.11454311454318	-48.463932205238486	141.08893709327572	43.761665053566254	72.59781209781218	2.9203129390548277	-5.4406941266208895	11.043957246141565	11.307512120081995	-33.627177305269626	31.42995169082134	-29.319452533343526	-25.134147733759487	73.14074041967964	9.44506536611806	153.1113862883897	-17.81296380865394	90.07229422118537	-31.376837792239048	-19.41366933786974	-17.32123728488815	-2.9077370301906322	-6.432646932646959	-16.954539390138695	-69.14327485380117	-46.06555311550509	-38.83696640176125	-28.17433223313018	0.4588148731745711	0.04243	0.5851948767773238	0.00752	0.3678836036909795	0.03804992859061535	0.46738850262271203	0.005615998772030996	standard
UP000001449_35128	12.0	0.48225251166427635	390.0	0.0251155947877259	0.0038181818181818	0.01545929798356975	0.05724791086350975	0.06550491510277029	0.033002043763365296	0.01947772173182005	0.057036827195467404	0.0344994441901523	0.0335780251006393	0.020841711349419048	0.058894230769230754	0.09513237265415544	0.07210913506178125	0.0443358554014291	0.06051779935275075	0.0795423497267759	0.08862179487179485	0.0460891746271376	0.0736524922343148	0.01615922442838754	0.015051403903834124	0.031210628332221664	0.031210628332221664	0.031210628332221664	0.03350780770974378	0.031210628332221664	0.03350780770974378	0.03350780770974378	0.031210628332221664	0.03350780770974378	0.050856390991100016	0.058141871251625746	0.058141871251625746	0.058141871251625746	0.06242125666444333	0.06242125666444333	0.0959290643741871	0.08935249958384742	0.093631884996665	53.20512820512817	55.42574397075861	-76.70909090909099	-74.63238749968582	-52.8491411501122	-50.4678412141749	74.60612813370496	83.42440996103674	99.78999106344962	109.88015494434443	0.6562334782642764	-1.509391335773394	-40.59294871794878	-37.59266386921353	73.96232294617579	70.21951328341183	5.2233047799646455	2.9594191568676194	2.4129765569499892	7.585226235171786	-36.43278038427182	-37.800432872370635	19.751602564102672	15.804974795669985	45.07686829758723	63.62110576462635	9.966430969216542	24.02272838744411	-32.38782051282054	-23.74539304118219	-7.710355987054996	-3.0493735842662626	21.302083333333396	27.428305640128464	-9.901175213675224	-7.617367635202872	-53.142672462410104	-48.41870698436587	-25.119966228446604	-21.33823618211021	0.7407948473131095	0.00032	0.7215879535262053	0.00053	0.6131393394849658	0.0005458314915435368	0.5786714794376435	0.0006063042114599626	standard
