Proteome_ID	spearman	p_spearman	kendall	p_kendall
UP000054317	0.7974638763452429	0.0	0.6343047860503087	0.0001560888275095421
UP000001568	0.6971157050606176	0.0016	0.5239909102154724	0.0017866482733689387
UP000053620	0.644660979161836	0.0027	0.535022297798956	0.001425978781245763
UP000002669	0.8111477178840554	0.0002	0.656367561217276	9.127144335833244e-05
UP000027730	0.7533714980535136	0.0	0.5791478481328907	0.0005556671828002372
UP000053630	0.7062382660864925	0.0	0.6122420108833415	0.0002625901774146991
UP000017246	0.7640144859170345	0.0002	0.6673989488007597	6.936439215547821e-05
UP000053638	0.644660979161836	0.0022	0.535022297798956	0.001425978781245763
UP000002729	0.7412080833523468	0.0004	0.535022297798956	0.001425978781245763
UP000054321	0.7640144859170345	0.0001	0.5901792357163742	0.0004345857621038687
UP000041254	0.7830198213876074	0.0	0.6122420108833415	0.0002625901774146991
UP000027920	0.7974638763452429	0.0001	0.6232733984668252	0.00020286876023727313
UP000002753	0.5481138749713252	0.0147	0.4247084219641198	0.011349668974963626
UP000008311	0.6606254609571174	0.0029	0.5239909102154724	0.0017866482733689387
UP000006882	0.6781103695900444	0.0011	0.5460536853824397	0.0011335246649459294
UP000017559	0.7351263760017634	0.0003	0.6012106232998579	0.0003385044196566671
UP000053641	0.644660979161836	0.0025	0.5129595226319889	0.002229525881731274
UP000030748	0.6575846072818257	0.0022	0.535022297798956	0.001425978781245763
UP000001593	0.7222027478817739	0.0005	0.6122420108833415	0.0002625901774146991
UP000000226	0.683431863521805	0.0011	0.568116460549407	0.0007075954548510085
UP000008312	0.6013288142889295	0.0068	0.4688339722980543	0.00519345973807469
UP000002762	0.7913821689946594	0.0	0.6122420108833415	0.0002625901774146991
UP000011116	0.7586929919852738	0.0001	0.5791478481328907	0.0005556671828002372
UP000054324	0.7700961932676178	0.0004	0.6673989488007597	6.936439215547821e-05
UP000028524	0.8119079313028784	0.0001	0.6343047860503087	0.0001560888275095421
UP000008333	0.49413872223489785	0.0288	0.36955148404670163	0.02759852460080577
UP000042958	0.7708564066864407	0.0004	0.6012106232998579	0.0003385044196566671
UP000053647	0.8020251568581803	0.0002	0.6232733984668252	0.00020286876023727313
UP000000267	0.5770019848865962	0.0099	0.4467711971310871	0.007738676716083522
UP000030750	0.6629061012135861	0.0022	0.5129595226319889	0.002229525881731274
UP000017836	0.6667071683077007	0.0023	0.5460536853824397	0.0011335246649459294
UP000011185	0.616533082665388	0.0041	0.49089674746502154	0.0034301780485526266
UP000028545	0.7693359798487949	0.0002	0.5901792357163742	0.0004345857621038687
UP000006906	0.805826223952295	0.0001	0.6232733984668252	0.00020286876023727313
UP000008370	0.8225509191663993	0.0	0.6453361736337924	0.00011960404805083056
UP000054342	0.786820888481722	0.0001	0.6122420108833415	0.0002625901774146991
UP000002852	0.7069984795053154	0.0009	0.5570850729659234	0.0008974068728360841
UP000030752	0.7853004616440762	0.0002	0.6012106232998579	0.0003385044196566671
UP000001595	0.7503306443782218	0.0003	0.5901792357163742	0.0004345857621038687
UP000053660	0.6940748513853258	0.0006	0.568116460549407	0.0007075954548510085
UP000000304	0.7366468028394093	0.0004	0.5791478481328907	0.0005556671828002372
UP000006911	0.7974638763452429	0.0001	0.6343047860503087	0.0001560888275095421
UP000008493	0.7548919248911594	0.0001	0.6122420108833415	0.0002625901774146991
UP000044602	0.7944230226699514	0.0002	0.6122420108833415	0.0002625901774146991
UP000017861	0.7640144859170345	0.0003	0.568116460549407	0.0007075954548510085
UP000011518	0.7343661625829405	0.0003	0.5791478481328907	0.0005556671828002372
UP000006968	0.5640783567666064	0.0102	0.4467711971310871	0.007738676716083522
UP000002866	0.586884759331294	0.0077	0.45780258471457064	0.00635222368640422
UP000008524	0.7465295772841073	0.0003	0.568116460549407	0.0007075954548510085
UP000007014	0.8141885715593471	0.0001	0.6343047860503087	0.0001560888275095421
UP000002872	0.6712684488206383	0.0007	0.5239909102154724	0.0017866482733689387
UP000001610	0.79670366292642	0.0	0.6232733984668252	0.00020286876023727313
UP000054350	0.7298048820700032	0.0	0.535022297798956	0.001425978781245763
UP000028760	0.7024371989923779	0.0005	0.5460536853824397	0.0011335246649459294
UP000053661	0.635538418135961	0.0032	0.5239909102154724	0.0017866482733689387
UP000030753	0.7708564066864407	0.0001	0.6012106232998579	0.0003385044196566671
UP000018001	0.7761779006182011	0.0001	0.6122420108833415	0.0002625901774146991
UP000002899	0.643900765743013	0.0023	0.5129595226319889	0.002229525881731274
UP000011668	0.862842230364014	0.0	0.7335872743016615	1.2254338881909278e-05
UP000008536	0.5237870455689918	0.0225	0.40264564679715253	0.016384987421943494
UP000044841	0.8111477178840554	0.0001	0.6453361736337924	0.00011960404805083056
UP000003163	0.7716166201052636	0.0001	0.6122420108833415	0.0002625901774146991
UP000001611	0.79670366292642	0.0001	0.6232733984668252	0.00020286876023727313
UP000000305	0.6803910098465131	0.0018	0.568116460549407	0.0007075954548510085
UP000053664	0.7609736322417427	0.0001	0.5791478481328907	0.0005556671828002372
UP000003786	0.5701600641171899	0.0114	0.4467711971310871	0.007738676716083522
UP000030754	0.6971157050606176	0.0009	0.5129595226319889	0.002229525881731274
UP000001628	0.8233111325852223	0.0	0.6673989488007597	6.936439215547821e-05
UP000018050	0.6773501561712216	0.0011	0.5239909102154724	0.0017866482733689387
UP000053676	0.6879931440347424	0.001	0.568116460549407	0.0007075954548510085
UP000030755	0.5671192104418982	0.011	0.45780258471457064	0.00635222368640422
UP000011712	0.7624940590793885	0.0002	0.6012106232998579	0.0003385044196566671
UP000050424	0.7936628092511282	0.0003	0.6122420108833415	0.0002625901774146991
UP000007015	0.7518510712158676	0.0001	0.568116460549407	0.0007075954548510085
UP000001631	0.8339541204487431	0.0	0.6784303363842433	5.2498707005424465e-05
UP000018087	0.7396876565147009	0.0002	0.5460536853824397	0.0011335246649459294
UP000000311	0.6712684488206383	0.0013	0.568116460549407	0.0007075954548510085
UP000008549	0.6226147900159713	0.0038	0.47986535988153795	0.0042291702464738986
UP000053700	0.644660979161836	0.0021	0.535022297798956	0.001425978781245763
UP000054359	0.6522631133500651	0.0011	0.535022297798956	0.001425978781245763
UP000001640	0.5815632653995337	0.0083	0.4688339722980543	0.00519345973807469
UP000018201	0.6423803389053673	0.0031	0.49089674746502154	0.0034301780485526266
UP000011713	0.7693359798487949	0.0002	0.6122420108833415	0.0002625901774146991
UP000028761	0.7769381140370241	0.0001	0.6232733984668252	0.00020286876023727313
UP000030762	0.6993963453170863	0.001	0.5019281350485052	0.002771003715874251
UP000000314	0.5625579299289606	0.012	0.4688339722980543	0.00519345973807469
UP000004994	0.6309771376230234	0.0034	0.49089674746502154	0.0034301780485526266
UP000018208	0.5139042711242938	0.0219	0.40264564679715253	0.016384987421943494
UP000053712	0.7351263760017634	0.0004	0.6012106232998579	0.0003385044196566671
UP000008553	0.7700961932676178	0.0001	0.5791478481328907	0.0005556671828002372
UP000050525	0.7039576258300237	0.0007	0.5570850729659234	0.0008974068728360841
UP000030763	0.6773501561712216	0.0017	0.5239909102154724	0.0017866482733689387
UP000054361	0.815708998396993	0.0	0.6343047860503087	0.0001560888275095421
UP000028924	0.7891015287381907	0.0	0.6122420108833415	0.0002625901774146991
UP000011715	0.7776983274558469	0.0	0.6012106232998579	0.0003385044196566671
UP000001645	0.719161894206482	0.0004	0.5901792357163742	0.0004345857621038687
UP000007062	0.7412080833523468	0.0004	0.568116460549407	0.0007075954548510085
UP000053732	0.8141885715593471	0.0001	0.6453361736337924	0.00011960404805083056
UP000054379	0.6294567107853776	0.0035	0.5129595226319889	0.002229525881731274
UP000030764	0.7366468028394093	0.0003	0.6343047860503087	0.0001560888275095421
UP000008672	0.6226147900159713	0.0034	0.49089674746502154	0.0034301780485526266
UP000053745	0.6416201254865443	0.0028	0.5239909102154724	0.0017866482733689387
UP000000437	0.6477018328371277	0.0036	0.535022297798956	0.001425978781245763
