Proteome_ID	spearman	p_spearman	kendall	p_kendall
UP000054317	0.7039619326576712	0.0012	0.5523805973460004	0.0023899353571604177
UP000001568	0.6345331108344604	0.003	0.48666426339228763	0.006815191665727726
UP000002669	0.735859078794937	0.0006	0.5904859729159756	0.0010272058616155085
UP000054321	0.7181273314349366	0.0001	0.5805719850175635	0.0013109721191829943
UP000006882	0.35228172734179497	0.1271	0.2667460199392657	0.13893389566626424
UP000008311	0.6461606809282856	0.0028	0.5255974044636706	0.0034756643550880803
UP000002753	0.5664287717134843	0.0106	0.4477311223209046	0.012800107272407584
UP000011116	0.8039634179159132	0.0001	0.6553745413682807	0.0002687122572022444
UP000011185	0.4617806408690575	0.0402	0.35688712648767756	0.04723232327101212
UP000001593	0.6411774366023605	0.0029	0.4996419770827486	0.005471222878076791
UP000042958	0.735859078794937	0.0001	0.6034636866064367	0.0007933044601578954
UP000000226	0.5099520026863332	0.0226	0.38284255386859956	0.0332942212864383
UP000002762	0.8089466622418383	0.0001	0.6553745413682807	0.0002687122572022444
UP000030752	0.5970710093252067	0.0074	0.4945353550468402	0.006653206137742286
UP000017836	0.7109428571653116	0.001	0.6164414002968976	0.0006096745930091778
UP000006906	0.7607753004245624	0.0007	0.6034636866064367	0.0007933044601578954
UP000006911	0.7325369159109869	0.0004	0.5904859729159756	0.0010272058616155085
UP000002852	0.858779105501089	0.0	0.7332408235110467	4.568885532703607e-05
UP000028524	0.7408423231208622	0.0001	0.6034636866064367	0.0007933044601578954
UP000007014	0.6229055407406352	0.0047	0.48666426339228763	0.006815191665727726
UP000028545	0.4380116632910036	0.0567	0.3505839284808859	0.05883345602476779
UP000008333	0.4185925233777068	0.0701	0.3309316991067556	0.06578222379345955
UP000000267	0.4401865821233822	0.053	0.3309316991067556	0.06578222379345955
UP000011712	0.7989801735899881	0.0001	0.6423968276778197	0.00035483440653022067
UP000008370	0.5766120725830325	0.0079	0.4098780306383839	0.022978182936649875
UP000054361	0.8205742323356634	0.0	0.6683522550587416	0.00020249283455128712
UP000018087	0.2567736779978396	0.2741	0.21215793412217465	0.24634118509680403
UP000000304	0.666093658231986	0.002	0.5385751181541316	0.0027502594659716694
UP000011713	0.6594493324640859	0.0017	0.5255974044636706	0.0034756643550880803
UP000007015	0.7807082777282629	0.0	0.6294191139873586	0.0004662598414960526
UP000008524	0.8189131508936884	0.0	0.6683522550587416	0.00020249283455128712
UP000008536	0.5149352470122585	0.0221	0.42177569493998257	0.01902827218197893
UP000054383	0.7192482643751867	0.0007	0.5904859729159756	0.0010272058616155085
