	code_spearman	code_p_spearman	code_kendall	code_p_kendall	gc_spearman	gc_p_spearman	gc_kendall	gc_p_kendall
PTN	0.646476558628358	0.025743491124260356	0.50794985672859	0.02749334871836549	0.6531153011709996	0.012025295857988165	0.491493767713306	0.012734463752107824
MN	0.5661693301380939	0.03773639053254438	0.44409693822648794	0.04024558559710182	0.5951791863307867	0.023747041420118343	0.44100189099445547	0.025557713362404113
EN	0.5764891838845411	0.0429637573964497	0.4425072026926116	0.044890303475364525	0.5951606557769119	0.02748905325443787	0.4414458165261712	0.0282613741836922
AM	0.5619153982974207	0.06750636094674556	0.43640700159119356	0.0668800204334553	0.5633869854645922	0.03557766272189349	0.41905269812648305	0.037948318446790336
EFM	0.550448884194488	0.058230325443786986	0.42311458318593703	0.05609043084445348	0.5381945715529036	0.06543934911242603	0.3974917162321751	0.06044272472234886
IM	0.5782894354144229	0.040847189349112425	0.44855513502115735	0.04387301593441069	0.563132729671273	0.03605458579881656	0.4165466484381349	0.03869814016837057
YM	0.38887144802337775	0.18698742603550297	0.2895819766192758	0.20467358894977813	0.39284787721645315	0.13552692307692307	0.2893996784364363	0.14838038400786824
SGCode	0.6443788392401696	0.02370059171597633	0.5085356610770115	0.025256678455362492	0.6468028895874652	0.013758431952662721	0.4881188773522783	0.014655678397602834
AY	0.6317066547062988	0.025760798816568047	0.4893725902554122	0.02765372072642254	0.6335546058948656	0.015120562130177515	0.47271113357663486	0.016595527823186282
BN	0.6672919337911013	0.021937278106508876	0.5192151231115737	0.024719040934571168	0.6591283149244027	0.012135207100591716	0.4887334690939088	0.014394663725761626
AFM	0.5253859430659569	0.06579659763313608	0.4014125935453155	0.06227999605134065	0.5159171990395438	0.08171094674556212	0.3766943409942126	0.07977361235963906
SOM	0.654779454660458	0.022084615384615383	0.5166293079149761	0.0235436471106106	0.6559006765441776	0.012624260355029584	0.49670760998497776	0.013444293216649555
CDHN	0.626101239503433	0.03189023668639053	0.49163287656180993	0.032727175473395986	0.6327791277482419	0.01736449704142012	0.4747134293095868	0.01772210611680059
KN	0.5623534217922532	0.059590532544378697	0.43453679396982936	0.06467733705139499	0.6038040464640176	0.027608579881656804	0.44310126693179064	0.030171907094214134
CMUT	0.6004849953528535	0.024383136094674556	0.4640787524904048	0.02754600965792445	0.6024273804444168	0.01975044378698225	0.4478918880995837	0.022732588043021973
CN	0.5623534217922532	0.05947914201183431	0.43453679396982936	0.06467733705139499	0.6206655975324251	0.020707544378698227	0.45981969437788744	0.022177239589048263
RM	0.6193678888211819	0.025837278106508876	0.4792268290237255	0.02951353362029168	0.6098396350699375	0.02035458579881657	0.4539881794692622	0.02157614230644571
VM	0.5734269080647989	0.059681952662721895	0.4629112603997624	0.055603558500330726	0.5573123702270435	0.04229467455621302	0.4196057022407747	0.04411305280608709
CM	0.6537124154245085	0.02138653846153846	0.5166113100629178	0.0226469476567611	0.6510017982779245	0.013226183431952662	0.4922851600006351	0.014038759945924068
BAPP	0.6443788392401696	0.02359689349112426	0.5085356610770115	0.025256678455362492	0.6468028895874652	0.013781508875739647	0.4881188773522783	0.014655678397602834
CDSG	0.6507393808258102	0.022379881656804733	0.5097014695939523	0.024001852108971624	0.6588721613821198	0.011607692307692308	0.4949151764879443	0.01245189089070649
TrM	0.4935184745584905	0.10636094674556214	0.38642772651299845	0.09270194658159868	0.4764192745025901	0.1345448224852071	0.3463749671735113	0.12359499694825489
PN	0.693784931027877	0.014480473372781065	0.5500201745441272	0.015404188333995306	0.6927956452190953	0.007526331360946745	0.5234132098834084	0.008273993588348348
MPCMMS	0.6088014826787016	0.0377155325443787	0.4721093466173139	0.04203139306258593	0.609723119103481	0.021599852071005916	0.45490841519471964	0.02440610914832605
TM	0.633296250980462	0.026239497041420125	0.4929877328530671	0.028498326709198843	0.6405754493923821	0.014967899408284026	0.48105506683073995	0.01596333449104786
