Archaea			Bacteria			Eukaryotes			Viruses	
Mean	Std		Mean	Std		Mean	Std		Mean	Std
0.464736497786124	0.041500681043547		0.33782911232021	0.0298623010204024		0.599164360401934	0.0500436007215875		0.36636979866342	0.0321579377292967
0.556369068837451	0.041608243001899		0.356922521423931	0.0306785802270544		0.601386694314146	0.053534205196687		0.462961250477957	0.0238085762474857
0.546117660739978	0.0314986338140379		0.654459348223958	0.0516695094976947		0.48241946710249	0.0622911665974474		0.425588066551922	0
0.608202213543838	0.045776471077335		0.59118330842347	0.0258567392435909		0.531874283747117	0.0293408498948218		0.372826626924988	0
0.550324645535091	0.0598685006551542		0.367681030708122	0.0533069185528422		0.491866021166792	0.0395887261601659		0.443287888416408	0.0351314581652595
0.625570091993922	0.0436198847734069		0.705761518766832	0.0379318629681846		0.515660476427727	0.0407915209128361		0.419647379699981	0.048917517630887
0.370148955627982	0.0354615385181528		0.346579331956763	0.0365604082911897		0.482288343989511	0.0570448152460007		0.600333868279026	0.0377387914103284
0.523912463389624	0.0428904171169467		0.632604186306267	0.0399795377217502		0.506085854824856	0.042367435069886		0.415905924825695	0.0431905154865568
0.515039067297632	0.0501936077292156		0.531622504168126	0.034136734477439		0.482477953225387	0.0651367424112679		0.434912971247615	0.0394194252332207
0.456287362884231	0.046162259842097		0.425816897580128	0.0442682782638857		0.46284781905654	0.0829740850543273		0.572459936939204	0.0359529640818925
0.485788808175478	0.0371129991358062		0.533765868386198	0.0478471643163487		0.521120465551774	0.0326387400798609		0.348860057952184	0.0327651511443582
0.359135289859151	0.0341411436414836		0.721398562331463	0.0364883224342064		0.491248527530697	0.0325450239552731		0.450265900643832	0.032033165278277
0.486795981695164	0.0524085658364214		0.438491966704291	0.0349281441790693		0.692796085078921	0.0820595699742267		0.571730059089299	0.0287536146146053
0.649474448782626	0.0505413128335634		0.71440727240685	0.0335933998550967		0.452479876892973	0.0448351764212819		0.410812672176309	0
0.616081572235627	0.0468170036189635		0.296308752846794	0.0344050476344552		0.609945534128835	0.0312071849398349		0.659336664853274	0.034832534782709
0.562577661474123	0.0401159329400498		0.412444625886233	0.0499065102579423		0.470779087677204	0.0522519120181782		0.342517006802721	0
0.304677851804553	0.035578463076423		0.377431607604808	0.0329380435236112		0.466890629899801	0.0523135656946359		0.343125647959497	0.0426660707514161
0.467001166384297	0.0406597123537119		0.449965519804399	0.0274057937506753		0.500868189090766	0.072045448637935		0.428842411331902	0.0594613897211414
0.428603007083869	0.0499170750890741		0.375575252607835	0.0276741191852765		0.418181895375022	0.0428313664898072		0.4196012511117	0.0397755078371097
0.635850554565796	0.0399329285036401		0.557978627976762	0.0462306028855704		0.481369595236836	0.0296088287290949		0.476019803408829	0.0264919985616552
0.572533047685673	0.0544772913750292		0.423448835587873	0.0401524651850619		0.445033822572538	0.0502888815105026		0.477690391321205	0.0341432670246895
0.666509399370373	0.0594809425633147		0.62563435227766	0.0357643322522252		0.559966404348026	0.0943095070933923		0.35087885534658	0.0364489900737183
0.648445375660656	0.0643194468335488		0.452803743321837	0.0485329125302404		0.492252080158749	0.0693514292490619		0.460504000176456	0.0373223375895393
0.614511247612182	0.048203563185309		0.337892217206446	0.0292482050811164		0.570957601887609	0.0474702494403433		0.683172388528304	0.0283609578976397
0.560333316056407	0.0602506123468808		0.483190795395663	0.0508560193233726		0.522909621963122	0.0354823559611398		0.655568238298022	0.0457764351066667
0.632966642891211	0.045827636230661		0.527346449915189	0.0453671364678953		0.446875425336009	0.0666539926196195		0.424640580261591	0.0423479832401281
0.50849210721005	0.0459796112092443		0.589579248866197	0.0497770643708587		0.39826930075591	0.0577409295712635		0.599603961508551	0.0361529860278516
0.474314250757417	0.0409475195000997		0.311496784257336	0.0336297803968595		0.467784703860185	0.0472105289234691		0.587397030706036	0.0680287203518801
0.310944931992955	0.0297588432431841		0.281707563315173	0.0316075325855491		0.572402888120126	0.0497866897610942		0.508821895672373	0.0428627470654109
0.547803951733427	0.0461690418119779		0.359716015537237	0.0403913207980322		0.539504371323959	0.0368965223059477		0.403567930692105	0.0265269624000137
0.656672723873401	0.0480614965588307		0.700853947133931	0.0346419119400742		0.349407514801751	0.0386395099188332		0.306809919731086	0.0511845188121827
0.419089826318564	0.0331179365357584		0.617241004158057	0.0482334405926547		0.560740075584949	0.0305776807876002		0.493911620671048	0.0451853841640372
0.358087637519259	0.0420518296971911		0.300328665573619	0.0336431883205328		0.571681015457426	0.044480808476067		0.513857376583196	0.0138738354561776
0.558252620119033	0.0572947757889364		0.67998978782194	0.0334693622242434		0.533683554069737	0.0272187223463074		0.493913900465502	0.00455717748653499
0.424243929154084	0.0358956274346466		0.638259185931808	0.0419330358610274		0.5625097983652	0.0434744455569167		0.361506396435245	0
0.679660567447244	0.0539983042756704		0.665030113516026	0.0389993099662279		0.520459368783037	0.0876778804683618		0.358812110165472	0.0554065607734975
0.371060991194095	0.0393782586190514		0.542333103216933	0.0677779962068092		0.682299842566964	0.0502189822651738		0.548909276242902	0.0268033783513017
0.617609850144235	0.0665022825148166		0.436814644605369	0.0370009952292659		0.46953713479939	0.0379096762482222		0.649767800920939	0.0350086503601281
0.343054013856093	0.0346721818078866		0.566714914364432	0.0362475450099154		0.525787374560025	0.0521206977018456		0.437787050281151	0.0412441925973196
0.337272033267008	0.0361332298298353		0.589052625243154	0.0363904061611953		0.5374590159423	0.0823583520379791		0.42337675671009	0.0567769600700735
0.289915762260999	0.0362210686306704		0.458401710701796	0.0352706969897758		0.558336647964309	0.0367925401397183		0.465965117650314	0.0591905614804206
0.430143500579169	0.0416403932215567		0.693039281237095	0.0367023094361973		0.601161596935402	0.0483617844815971		0.504418522446094	0
0.392991824999684	0.0358824847805061		0.484847568854365	0.0353884482227768		0.54168217834826	0.051045496873638		0.409402004992398	0.0152826327846305
0.487617151789164	0.0394430514609858		0.369437630687245	0.0286008174444763		0.49179751120636	0.0365184761732983		0.502970777252334	0
0.377294743832025	0.0557144121080865		0.64884436646356	0.0468404632754634		0.59289259889753	0.0548960786081322		0.42926571027446	0.0772325857324227
0.662100535773247	0.0549773781595043		0.492555306283091	0.0375472787217471		0.488270319561941	0.0645983708757537		0.498131537600823	0.0516663624854826
0.31604236494592	0.0377684437999201		0.37830486040857	0.0593705660740051		0.516376767419112	0.0420559743724253		0.376216233560466	0.0280764062510494
0.459073737843784	0.0488355023775737		0.508823548303043	0.0518407120530501		0.527328184435396	0.0581924098333786		0.516280557282858	0.0447985853174962
0.577581359678316	0.052365395096827		0.48720790775221	0.0453149845551794		0.531324529401184	0.0354350343611247		0.348284041044779	0.0257361608632026
0.650499152917944	0.0432746216898441		0.730239381806863	0.0335769115100974		0.646792751861296	0.0380432925491592		0.432283779656925	0.0268686707031184
0.484349638144054	0.0676235073893429		0.694507476281708	0.0331848761767249		0.518307351142135	0.031850902352185		0.436780971165423	0.0231346724342833
0.443480155306096	0.0557359652228875		0.645431202614571	0.0360329913902315		0.532506790378081	0.0542366706055407		0.557344428599092	0.0399842490131656
0.646121728759672	0.045897450019854		0.488816499821387	0.0532873005821367		0.411063945635034	0.0422539094343493		0.436669973482063	0.0510144156717583
0.480277927845668	0.0576270359705771		0.319598563561174	0.0314177785154045		0.657096953972976	0.0274268270423953		0.360277319487478	0.0611085144897477
0.531352873168928	0.0312170498775875		0.279525571525852	0.0399531469151053		0.546347941568759	0.0448082583359677		0.424003222730448	0.0238698613076277
0.314140152833831	0.0300834272404019		0.471143657830632	0.0536252660119924		0.511427053794998	0.0383945920008909		0.574516539341627	0.0261918803533586
0.537488981062026	0.0401257405845435		0.743751839095832	0.0334712139521042		0.597746863360962	0.0478790713764532		0.55569001629065	0.0616762377447204
0.629216667283917	0.0464879727579054		0.567854693092541	0.0335011011988616		0.501021617735449	0.0438280982997316		0.453903579884306	0.0180399391402861
0.37270479278402	0.0383244505501384		0.350376145480766	0.0386484063353389		0.340819038027048	0.0509933268647453		0.395976790076219	0.0527096665837971
0.36254030134569	0.0434998123438552		0.320454323173993	0.0335619479770119		0.515100984157969	0.0301306487756362		0.500394046510309	0.0493437051366085
0.408465337969909	0.0361849774985173		0.534641187052161	0.0284918521042632		0.365548698197934	0.0538707823709146		0.485606114168248	0.0123667178973561
0.467385176339633	0.0420107845951651		0.658888531405621	0.0390289404936497		0.558955862141735	0.0490554067860964		0.371118711471775	0.0481523375641088
0.435617955860662	0.0333309750504994		0.283032845334532	0.0371357797425009		0.57282720827715	0.045453539533355		0.341990767125933	0.0364224491277681
0.642343139397544	0.041664239963817		0.659914260391079	0.0355027396865217		0.381086192663832	0.0507727412597882		0.45948980616952	0.045404364614926
0.399931449638673	0.0372551731946107		0.315010405588575	0.0353748712745839		0.402019347211557	0.0282593285443166		0.465144858911629	0.00783173370614975
0.498571468384464	0.0434513631781508		0.57143244041524	0.0326499602452405		0.624171438865154	0.0402053873714402		0.55019759733184	0.0464271189756126
0.494483096200675	0.029488657037589		0.646581678405078	0.0532200938450219		0.403347405322837	0.0609906512969151		0.381770542063829	0.0413178356641316
0.5583394569473	0.0525545899390843		0.730761758905748	0.0349785812617499		0.509048733201602	0.037566487522188		0.482281262719441	0.0114861384919679
0.565751216185767	0.0557894893359547		0.737123052843985	0.0456462794782216		0.457738451641807	0.0426197089904407		0.314567257939822	0.0235588093300721
0.610681369852294	0.0512011953033631		0.69911459003244	0.0405077088410009		0.468584204498449	0.0586345993766884		0.383908052793537	0.0344916763069792
0.426819364703443	0.0470513547828162		0.447709833992647	0.0419962432378251		0.297878200827475	0.0534945187477603		0.489663257422154	0.0452998204944936
0.310878821931553	0.0418733170648419		0.662499093492244	0.0342744160480189		0.585176576555257	0.0551235596060112		0.45222825585127	0.0299772673709309
0.646690225426592	0.040705257554646		0.427464161645785	0.0561111198799378		0.447340827103174	0.0643871177299716		0.55277904915894	0.0323841814020491
0.321174539457302	0.0383471887927065		0.437334898040137	0.0571827655647414		0.545180390117137	0.0411347221199493		0.572827111307387	0.0455770283107686
0.551531009478244	0.0487114097111402		0.361052815407938	0.027167133274748		0.536514313113845	0.090953729260063		0.359804091475077	0.0323448916224979
0.332408751048613	0.0402440487591025		0.533612498536605	0.0565033694445687		0.512941524423034	0.0396309503916051		0.351726904979778	0.0292214943201779
0.537209437851187	0.0452681803340586		0.68384361215674	0.0373887237290469		0.36681764290284	0.0340133802422944		0.467601157068133	0.0476923744642854
0.537062028442199	0.0568737989247524		0.643803815428779	0.0330071044321491		0.559907287730684	0.0355321477264955		0.457783016582181	0.036796544351093
0.623576290768584	0.0455082334959008		0.706542939118697	0.035535094598995		0.483974647485611	0.0637392820468578		0.4380038483269	0.0224258893398711
0.660556658375536	0.0493250288761292		0.564127157795899	0.0542969065909456		0.515383564891907	0.0872567676188257		0.575098075579579	0.060814795202627
0.401937679859839	0.0396912576782771		0.656967453080485	0.0368325596614743		0.516356947783244	0.081819708040388		0.461644668711859	0.0346731508723996
0.605786016759989	0.0423165055906342		0.422412080901051	0.0390807317308406		0.374220752365436	0.115567616169494		0.398727366367617	0.0286022373123691
0.659392050863615	0.0465596911224075		0.670302842093062	0.036557931377106		0.439163684777156	0.0502490614293603		0.495312580638777	0.0556601088085359
0.419686502660515	0.0402077243700966		0.378212461854129	0.0429557474946529		0.382592001824795	0.0363680925704703		0.563882660729785	0.0569498391930222
0.518744664191087	0.0559011459886267		0.567935473794843	0.0670133821574564		0.434021487117683	0.0819447180403971		0.35274415375688	0.0401894483764709
0.706118388160881	0.0465254400607848		0.706849189442042	0.0407415416462009		0.530449522654381	0.0385211673413402		0.465887521693147	0.0489744163481365
0.633184281165285	0.0610022273281743		0.518425477408299	0.034368972337768		0.471694852486015	0.0563947850152918		0.338938867682128	0.0398788037935187
0.458323669348389	0.0414202206931996		0.388698036643994	0.028467420056566		0.663990220899855	0.0555105086219448		0.577449591283607	0.0444949130638948
0.44185812453766	0.0373655962354886		0.658860240004727	0.0419441538820157		0.576184882619905	0.0984486267096593		0.355418160028832	0.054286614203947
0.52821040199844	0.0569655474690191		0.374990808064631	0.0339081860187024		0.496323393268553	0.0440824508028218		0.399571725480283	0.0565437255689783
0.331223991320418	0.040540083607562		0.523588972591555	0.0754601236569975		0.524095405722446	0.037030001160316		0.432569007209762	0.0179153418886749
0.457009047108664	0.0391141680051697		0.437227656460927	0.0425658693071481		0.420454445938553	0.0274548347552909		0.456226525239354	0.0317562753171736
0.655189695021439	0.058276907623881		0.579099571499941	0.0698024600945264		0.621394462384551	0.024832661561598		0.672689557804569	0.0257131180819374
0.654519929282118	0.0531816046051508		0.640907198232141	0.0470825970809616		0.256910922738489	0.0699661534793264		0.479508196721312	0.0173878716685216
0.473559705653307	0.0615830699530531		0.65407407999204	0.0415033087048438		0.414345839893967	0.0458045481293541		0.42521676300578	0
0.443732596718324	0.0634331727820878		0.601089622873231	0.0404907087200122		0.618766676838174	0.0385070256072371		0.46671773274678	0.0235251410498263
0.606215363027854	0.0518896123867596		0.719985832860753	0.0401290081661786		0.384982327977371	0.0393043497531106		0.426753089738636	0.0502528439186466
0.485209754223806	0.05713570435482		0.345595072100102	0.0411869053963871		0.646262748378672	0.0293009932613655		0.56481592967405	0.021599318402958
0.355456975269975	0.0594615472422853		0.331993895138043	0.0317152269028415		0.500343979163998	0.078830103361093		0.349948550413809	0.0348044957108824
0.459967372606727	0.0459217518432471		0.378373755986918	0.0324065680354729		0.522366461802098	0.0373212825400188		0.492166263052895	0.0546552992509707
0.405286954782573	0.0584960151568383		0.726581502217187	0.0393561070856295		0.516202375227531	0.0579938601894064		0.514331999475573	0.026150133217467
0.416667662554867	0.0519242671146413		0.457538193694621	0.0549589461064328		0.523329015956555	0.0530386941551073		0.392852581645685	0.0340523325842345
0.476564609878229	0.0612454290965619		0.663140283988234	0.0352377784027994		0.312210052385732	0.049570400654082		0.45824007432244	0.0426531310961652
0.40976024297173	0.0496086942446646		0.609586858703982	0.0331663621885937		0.528605283191755	0.0748934857020328		0.463937205739245	0.039618372069177
0.460119965503184	0.0618826770605678		0.328827005797784	0.033723483617168		0.495381139060393	0.0482549614526089		0.44764765395748	0.0272551213935584
0.669071375829771	0.0621921953028323		0.260527137819665	0.039466089868291		0.522955021967664	0.0589406334342594		0.486447578549967	0.0545677734299867
0.459629591828468	0.0403153816600394		0.674469601471112	0.0531385037753601		0.550025849587482	0.0387040856912987		0.399311856636073	0.00241415619582462
0.670892166538918	0.037049636745012		0.374591216161651	0.0505108335948513		0.480860310420288	0.0693598313539887		0.405557987753225	0.0156984481963062
0.450701978481209	0.0604418938198609		0.403105384797129	0.0318314276963824		0.466723218249658	0.0524640749189378		0.386576809974393	0.0339034578217
0.339960383731853	0.0346970460119127		0.423236937491578	0.038048807817795		0.410769795660157	0.0493642729836298		0.417622165617832	0.0258320775838255
0.411663754205835	0.0449621936013917		0.618064219292383	0.0478863404190453		0.478906828015936	0.0409135030128022		0.329519590077886	0.0215714864009044
0.587900955133251	0.0414408343530257		0.652133338986842	0.0406873308585668		0.619893986381929	0.0285883278890438		0.517678816324384	0.0488446857810064
0.454078416466844	0.0600368224022927		0.702461211701612	0.0295707432663717		0.534934564164742	0.072935727353352		0.498664817263695	0.025946959120662
0.547868676142661	0.0469217219594739		0.654154050838531	0.0267765018859198		0.490206059750939	0.0516781508846019		0.51018399739808	0.0499613333700353
0.458476340936538	0.0375382027016007		0.622271885388359	0.0501499075279059		0.50179731269708	0.0419995697447584		0.425400503668447	0.0178858092145341
0.439614053191646	0.0606673822231268		0.672455937282781	0.0340400482190232		0.485829938917686	0.0693433218761045		0.605422030860627	0.0127714343052173
0.428401737122671	0.0646403178524567		0.324376811586873	0.0306452202007884		0.51164628513109	0.07999893113144		0.368279724456036	0.0451307034797515
0.682822761700647	0.0499226178114118		0.572068612443333	0.0335243492189939		0.497571045682549	0.071835734234527		0.448224410623694	0
0.401667914909161	0.0596837720661362		0.666387161326627	0.0394171531668757		0.556813457272971	0.106565986694856		0.531709224387063	0.0203451878572893
0.661929112993529	0.0527039836791474		0.123975542662972	0.0504957075774023		0.460217136278191	0.0460936280935114		0.503735859897159	0.0489537084918594
0.487867886854412	0.0628964843312442		0.639239469721942	0.0362315053742478		0.550197574439119	0.0485474687221199		0.310421392976488	0.0158842930229571
0.562158423809002	0.0500713914802408		0.460062284869012	0.0492454624692439		0.411041227299609	0.0312672891307285		0.283155901140037	0.046336754834459
