Proteome_ID	codon_pear	p_codon_pear	codon_spear	p_codon_spear	codon_log_mse	gc_pear	p_gc_pear	gc_spear	p_gc_spear	gc_log_mse	shannon_entropy
UP000000226	0.715630918962395	0.00038860905510483085	0.6980356825743351	0.0006207267468332416	0.3443384366683392	0.7948108391599794	2.829100262782953e-05	0.713852100397308	0.000408071734439366	0.24080695577332692	4.204085219075101
UP000000267	0.4529335408097367	0.04491485247257618	0.34346431382482584	0.13816604090500242	0.6861044883725924	0.672451868480245	0.001161061896273809	0.5669052974986205	0.009148071175393199	0.47485483935236267	4.190271174365199
UP000000304	0.7185984643894128	0.0003578979789966688	0.7706587340049575	7.000319066800135e-05	0.2820791412323934	0.7421884898915334	0.0001790695883519287	0.6983840158816568	0.0006151917838039639	0.3154670216810567	4.128631279803428
UP000000305	0.6912751112944396	0.0007368214272068861	0.7074339598182979	0.00048534396469484636	0.34941206294877064	0.7619067259293469	9.470214864878853e-05	0.6829159313660055	0.0009053075475377873	0.2537042786269893	4.193777707350617
UP000000311	0.6195802193042514	0.003573679346553017	0.5493720243516492	0.012107694584937417	0.40264027124932744	0.7081248109110068	0.00047647084101608874	0.6024818918846186	0.0049340035874903074	0.2648798612072427	4.207041803629011
UP000000314	0.5576416789628453	0.010627882305065742	0.4451365858276972	0.049211713527739995	0.5257945368821264	0.7112570205042774	0.00043794964458994444	0.5266882777579271	0.017038014994682736	0.3583869557620622	4.2091306152093875
UP000000437	0.716029008480978	0.0003843633501128996	0.6860742388092915	0.0008381846663708578	0.3366327769139688	0.7702170266730802	7.110101336009497e-05	0.6272308271096607	0.0030749440338950764	0.27282760646102655	4.17575200920804
UP000000539	0.7488184962509123	0.00014546838548404748	0.7783482335681998	5.309747261865045e-05	0.27488692696102723	0.7982360620677188	2.4643203882121995e-05	0.7447882694286106	0.00016517760659067124	0.23356868751659335	4.164644112752967
UP000000542	0.7406806355305053	0.0001875761002204096	0.8099606206615296	1.5053713470736841e-05	0.2799691166882476	0.7912317676640055	3.259263942523374e-05	0.7416946525254804	0.00018181841327669698	0.4295229891296395	4.014993453528369
UP000000559	0.45464968468995104	0.04400914438184082	0.33150287005978213	0.1533452561805814	0.6506909049276832	0.6605107297600097	0.0015247378491293165	0.5297818946610574	0.016284039055121637	0.46819240497546055	4.19127084749499
