Archaea	Bacteria	Eukaryotes	Viruses
271.9904761904762	262.0522875816994	1186.4	2607.0
276.4920634920635	332.23037542662115	518.3333333333334	299.6
255.0	314.27	345.45	703.0909090909091
281.76344086021504	336.0249520153551	542.4	543.3333333333334
276.4468085106383	285.24413145539904	509.2075471698113	763.6666666666666
303.24309392265195	312.1896103896104	496.6929824561403	399.0
291.4561403508772	320.0256959314775	521.8571428571429	236.16666666666663
344.0	346.5642398286938	243.7094017094017	173.0
287.71597633136093	303.49107142857144	358.4	391.75
282.02597402597405	390.5	409.25	842.6
262.5275590551181	330.5	556.2	622.125
301.841743119266	315.1855421686747	275.1666666666667	274.84615384615387
299.17811704834605	311.3985239852399	431.11764705882354	850.25
307.0	641.0	486.52941176470586	449.7142857142857
301.75136612021856	295.64166666666665	400.968992248062	351.0
302.00790513833994	297.27868852459017	1090.5	188.0
260.271186440678	329.4674796747967	180.25	243.0
311.625	301.0	293.5	214.5192307692308
298.5	315.3521126760563	211.0	71.0
347.50704225352115	1226.0	419.3391003460208	395.77777777777777
287.6666666666667	336.0724070450098	534.5	441.57142857142856
239.41819941916748	304.57421875	94.0	178.6
418.5	317.84244372990355	833.0	377.3333333333333
302.7737556561086	312.1269430051814	294.5	491.6666666666667
316.2052785923753	307.6589147286822	160.0	484.5
284.9252336448598	322.82850241545896	479.45454545454544	582.75
261.5619834710744	326.7049180327869	488.8125	324.07142857142856
267.5	639.0	546.0	487.75
315.2649903288201	415.0	638.2481203007519	447.0
309.0	365.3607748184019	461.3870967741936	551.5
246.5	309.3765903307888	894.7289377289377	1967.0
223.0	319.8333333333333	1143.2	183.8571428571429
305.0	307.5233589591957	200.75	374.3333333333333
187.25	333.2353823088456	462.49124854142354	148.0
296.57142857142856	236.0	560.0552486187845	658.5
284.55494505494505	304.875	458.84057971014494	182.42857142857144
283.46297343131715	293.4853556485356	413.7659574468085	372.25
259.55555555555554	793.0	338.0	631.4166666666666
313.6329479768786	329.8125	369.9072847682119	470.0
271.92028985507244	218.5	583.0	672.0
334.6666666666667	238.29166666666663	411.5833333333333	740.2307692307693
316.0651731160896	309.8655462184874	482.3478260869565	206.0
292.498687664042	295.4659685863874	421.625	129.2
299.92857142857144	301.5149700598802	446.0817155756208	581.0
276.0	318.7432712215321	472.0	278.75
147.33333333333334	458.5	280.6666666666667	173.66666666666666
237.1	315.71290944123314	453.9079965606191	799.3333333333334
370.5	505.0	186.0	390.8333333333333
251.33333333333331	351.25	320.0	3164.0
294.6223404255319	356.97453310696096	513.9135464610026	285.75
306.952868852459	251.0	118.0	765.5
191.5	355.43646408839777	519.9444444444445	199.4
327.3636363636364	419.0	392.0	152.45454545454547
301.7142857142857	291.71830985915494	352.05882352941177	215.3582089552239
341.0	336.54746136865344	470.6118881118881	277.0625
455.5	414.0	296.2857142857143	92.0
291.524115755627	274.95	915.7142857142856	76.0
275.3079365079365	339.90471869328496	214.75	473.0
671.0	304.1770833333333	572.0688054527293	151.125
343.1897435897436	344.344262295082	635.3648648648649	348.0
262.42541436464086	348.95764272559853	511.5	247.5
290.76576576576576	301.8454545454546	504.2536231884058	810.6666666666666
190.0	354.0	590.3188405797101	383.3333333333333
189.0	332.60913705583755	854.4444444444445	148.85714285714286
306.3333333333333	314.42028985507244	280.5196850393701	588.1818181818181
273.45	319.1802935010482	366.9209486166008	150.0
188.0	305.627688172043	1435.076923076923	1181.0
	126.0	468.3768115942029	115.0
	282.6812227074236	741.0	192.9
	310.0	251.0	845.6666666666666
	316.86739130434785	365.45454545454544	440.0
	310.4230330672748	601.060606060606	842.5
	300.79901960784315	540.5714285714286	263.6
	294.9655172413793	1073.0	843.6666666666666
	399.0	922.95	304.6666666666667
	302.503125	482.85	198.6
	306.0	1175.3333333333333	421.5
	337.18775100401604	462.9620283585677	852.25
	313.6721991701245	356.0285714285714	555.0
	300.04587155963304	434.16037735849056	817.5
	309.42028985507244	372.04683195592287	1268.5
	323.44787644787647	288.1481481481481	2432.0
	312.08032128514054	476.0	288.5
	286.8318042813456	577.952380952381	717.5714285714286
	378.5	455.0	840.75
	308.94699140401144	390.3961038961039	1405.0
	317.6	562.4419410745234	377.5
	320.1449275362319	404.061435973353	249.5
	314.374025974026	811.6315789473684	148.0
	322.0	530.7045454545455	578.1666666666666
	328.76056338028167	644.1785714285714	649.6
	295.246963562753	330.8095238095238	229.327868852459
	388.0	458.42133620689657	1605.0
	295.5960264900662	875.3636363636364	493.6666666666667
	444.0	511.483870967742	691.0
	282.8164556962025	468.5	843.75
	363.40077071290943	204.5	2332.0
	295.77777777777777	620.2758620689655	476.77777777777777
	442.0	370.6559139784946	202.8
	373.2857142857143	775.5714285714286	839.0
	308.779702970297	452.1515151515151	937.1
	197.0	549.0	713.2
	295.8451882845188	698.3977272727273	241.02439024390245
	303.3092105263158	287.0	658.8333333333334
	291.4843304843305	516.2830188679245	527.1818181818181
	319.2249443207127	533.625	450.21875
	303.5097402597403	454.8232662192394	2037.0
	292.04532577903683	345.9009433962264	197.01486988847583
	315.3517441860465	609.0	884.25
	327.0763052208835	199.86666666666667	271.3529411764706
	334.2687747035573	479.0	221.7142857142857
	324.1171875	573.0	746.5
	385.6666666666667	346.71830985915494	775.3333333333334
	316.4779411764706	386.89130434782606	498.0
	320.6129807692308	595.1358288770053	895.6666666666666
	310.6244131455399	1711.0	182.0
	302.0	477.7272727272728	228.6315789473684
	302.6131386861314	388.6739130434783	327.2
	342.92957746478874	1075.0	380.8333333333333
	292.218487394958	228.0	722.4
	295.6576923076923	473.3114754098361	263.0
	343.0	477.0076804915514	370.25
	243.0	446.0833333333333	1007.75
	301.90597204574334	365.2	651.8
	316.49242424242425	134.0	379.8614457831325
	297.0318725099602	327.64102564102564	204.0
	549.5	282.2439024390244	510.6666666666667
	308.3169014084507	518.5686274509804	310.0
	56.0	457.1034482758621	413.4285714285714
	579.0	435.88	242.83333333333331
	313.30494505494505	725.3529411764706	497.1285714285714
	358.2	520.8571428571429	484.4
	360.0	401.3333333333333	405.4
	298.85625	267.0	3066.0
	817.0	536.7142857142857	66.0
	312.2567567567568	685.6923076923077	315.8
	295.6858407079646	297.1666666666667	289.3367346938776
	368.5	398.9776119402985	452.4
	368.0	542.5	320.75
	309.4891304347826	708.2758620689655	422.75
	308.2902298850575	506.9433962264151	167.23287671232876
	305.4686346863469	380.181236673774	242.84615384615384
	314.101246105919	191.3684210526316	701.0
	302.168	238.9268292682927	526.0958904109589
	472.0	215.0	270.0
	334.4254966887417	358.0	368.5
	306.841726618705	680.6153846153846	325.8
	304.2705167173252	564.48	241.92307692307693
	326.2857142857143	1382.0	428.1
	232.0	327.0	393.77777777777777
	299.37444933920705	376.6	484.4090909090909
	301.04676258992805	391.1855670103093	700.5
	414.5	340.5882352941176	421.25
	313.50357142857143	368.0	420.6
	1154.0	510.5384615384616	209.3953488372093
	307.60305343511453	393.6666666666667	398.8888888888889
	310.0	538.72	271.0
	325.7641196013289	353.0	280.6666666666667
	319.0	509.0	391.1666666666667
	264.765625	193.8571428571429	956.75
	367.0	549.3333333333334	472.1222222222222
	318.86315789473684	786.8666666666667	148.28125
	318.52507374631267	242.20618556701032	699.1333333333333
	381.2857142857143	383.42045454545456	696.1428571428571
	301.4917491749175	429.0	382.0
	280.591439688716	259.775	282.0
	301.0257510729614	654.0	467.5
	202.0	360.25	741.3333333333334
	307.5841836734694	404.0	953.0
	305.6825396825397	348.4909747292419	431.60526315789474
	301.3590425531915	529.9272237196766	309.5
	359.4865269461078	1396.75	284.0
	363.57142857142856	482.46153846153845	221.0
	280.05555555555554	555.8684210526316	582.0
	303.06060606060606	235.2842105263158	517.0
	282.3529411764706	1068.0	292.5625
	292.93172690763055	347.0	390.5
	629.9487179487179	483.8446601941748	486.0
	247.0	494.5785714285714	386.1666666666667
	302.62867647058823	321.0	126.62857142857143
	320.3333333333333	455.2634730538922	294.3333333333333
	309.1752411575563	397.66987341772153	400.75
	328.99211045364893	509.85067873303166	373.6666666666667
	369.0	470.25	516.2727272727273
	426.25	142.0	499.8888888888889
	312.7391304347826	386.46610169491527	260.25
	379.3333333333333	528.9496306245802	390.0
	367.9665271966527	264.6	509.8181818181818
	378.57142857142856	366.5	412.7272727272728
	299.7560975609756	244.0	324.5
	353.6666666666667	496.3333333333333	2124.0
	323.0	587.3416666666667	257.3333333333333
	325.404984423676	305.3333333333333	170.85714285714286
	145.66666666666666	349.5757575757576	1430.0
	299.73399014778323	406.0	328.1428571428572
	302.4952919020716	402.0	345.84615384615387
	309.6666666666667	548.1428571428571	844.25
	280.6886446886447	295.875	338.85714285714283
	349.66909620991254	261.0	618.7272727272727
	340.4837209302325	492.7857142857143	199.375
	351.0	568.5	1118.5
	330.21327967806843	329.05454545454546	300.125
	447.0	2220.6	839.0
	914.0	423.3220338983051	313.6
	332.0	486.8888888888889	336.1111111111111
	324.41052631578947	573.625	547.0
	292.86092715231786	313.65	541.5
	308.777633289987	610.5	336.7142857142857
	348.8264984227129	556.0	367.25
	293.5744680851064	368.15625	376.8333333333333
	315.7306397306397	876.0	1001.25
	299.6765498652291	448.4814814814815	373.1666666666667
	244.66666666666663	355.2894736842105	363.8333333333333
	348.7142857142857	488.1	553.5
	302.0	779.3604651162791	302.75
	284.07602339181284	555.7446034440941	964.0
	336.0	486.4285714285714	339.0
	307.69767441860466	563.452816094816	344.1666666666667
	310.90140845070425	317.43283582089555	188.0
	319.94025157232704	412.2	537.0
	201.5	345.0	1230.5
	294.3457249070632	526.0961538461538	371.1666666666667
	363.55555555555554	464.6576576576576	332.42857142857144
	272.3453608247423	401.30882352941177	357.0
	422.0	599.90625	555.3333333333334
	311.1191626409018	421.14814814814815	466.0
	247.31372549019608	428.1666666666667	757.5
	320.0670391061453	285.0	341.72727272727275
	164.0	346.0	452.6666666666667
	317.7638190954774	321.93333333333334	521.9487179487179
	305.10695187165777	471.6046511627907	396.55555555555554
	754.5	353.0	71.0
	304.5731707317073	607.0625	829.0
	285.0550847457627	656.5277777777778	235.33333333333331
	426.3333333333333	464.8928571428572	473.0
