	AM	YM	EFM	EN	AY	RM	CDSG	VM	PTN	BN	BAPP	CMUT	PN	CN	IM	SOM	SGCode	KN	MPCMMS	TrM	AFM	CM	MN	CDHN	TM
M_code	-19.12506642950863	-26.810554586250994	36.5947227068745	36.5947227068745	35.55529193157737	-22.847724755430786	36.5947227068745	-31.037573072459367	35.55529193157737	38.576137622284605	35.55529193157737	37.60115567978148	37.60115567978148	38.576137622284605	-22.847724755430786	35.55529193157737	35.55529193157737	38.576137622284605	36.5947227068745	-26.810554586250994	37.60115567978148	36.5947227068745	37.60115567978148	36.5947227068745	34.4812134637705
M_gc	-48.1309145643433	-48.1309145643433	35.726640014353464	35.726640014353464	35.726640014353464	-6.202137274994913	35.726640014353464	-48.1309145643433	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464	-48.1309145643433	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464	-48.1309145643433	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464	35.726640014353464
W_code	-115.27202832797063	-129.16054628461364	-129.16054628461364	-14.580273142306826	-16.45863827578725	-121.99927921321971	-14.580273142306826	-136.79923116076745	-16.45863827578725	-121.99927921321971	-16.45863827578725	-125.52307729596892	-12.761538647984095	-121.99927921321971	-121.99927921321971	-16.45863827578725	-16.45863827578725	-121.99927921321971	-129.16054628461364	-129.16054628461364	-125.52307729596892	-14.580273142306826	-12.761538647984095	-14.580273142306826	-18.39961558038338
W_gc	-114.53959942488154	-114.53959942488154	-114.53959942488154	1.6093941184000895	1.6093941184000895	-114.53959942488154	1.6093941184000895	-114.53959942488154	1.6093941184000895	-114.53959942488154	1.6093941184000895	-114.53959942488154	1.6093941184000895	-56.46510265324073	-114.53959942488154	1.6093941184000895	1.6093941184000895	-56.46510265324073	-114.53959942488154	-114.53959942488154	-114.53959942488154	1.6093941184000895	1.6093941184000895	1.6093941184000895	1.6093941184000895
C_code	-31.763569106673934	-40.26444453291082	-40.26444453291082	-110.39666679936624	-42.563861656401144	-35.88118064125751	-40.26444453291082	-44.939926017341186	-42.563861656401144	-35.88118064125751	-42.563861656401144	-38.03802477842014	-38.03802477842014	-35.88118064125751	-35.88118064125751	-42.563861656401144	-42.563861656401144	-35.88118064125751	-40.26444453291082	-40.26444453291082	-38.03802477842014	-40.26444453291082	-38.03802477842014	-40.26444453291082	-44.939926017341186
C_gc	-31.315264479558753	-31.315264479558753	-31.315264479558753	-102.4076681526203	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753	-31.315264479558753
D_code	44.73755602830183	41.17223706238589	41.17223706238589	41.17223706238589	40.20784750603156	43.01060465418626	41.17223706238589	39.21131163113208	40.20784750603156	43.01060465418626	40.20784750603156	42.10601107726866	42.10601107726866	43.01060465418626	43.01060465418626	40.20784750603156	40.20784750603156	43.01060465418626	41.17223706238589	41.17223706238589	42.10601107726866	41.17223706238589	42.10601107726866	41.17223706238589	39.21131163113208
D_gc	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946	44.9255777212946
E_code	47.70202567974992	44.32796282037901	44.32796282037901	44.32796282037901	43.41530647317211	46.067713982242104	44.32796282037901	42.47222824772497	43.41530647317211	-7.864572035515797	43.41530647317211	45.211645950214276	-9.576708099571453	46.067713982242104	46.067713982242104	43.41530647317211	43.41530647317211	46.067713982242104	44.32796282037901	44.32796282037901	45.211645950214276	44.32796282037901	45.211645950214276	44.32796282037901	42.47222824772497
E_gc	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	15.363938377532826	47.87996123534752	47.87996123534752	-17.152084480281886	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752	47.87996123534752
F_code	29.441279872695965	24.889104380611908	24.889104380611908	24.889104380611908	23.65777822291703	27.236319868717707	24.889104380611908	22.385407859965635	23.65777822291703	27.236319868717707	23.65777822291703	26.081340819014915	26.081340819014915	27.236319868717707	27.236319868717707	23.65777822291703	23.65777822291703	27.236319868717707	24.889104380611908	24.889104380611908	26.081340819014915	24.889104380611908	26.081340819014915	24.889104380611908	22.385407859965635
F_gc	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187	12.260886342238187
