	AM	YM	EFM	EN	AY	RM	CDSG	VM	PTN	BN	BAPP	CMUT	PN	CN	IM	SOM	SGCode	KN	MPCMMS	TrM	AFM	CM	MN	CDHN	TM
M_code	-26.648681543724095	-34.81956422396422	32.59021788801789	32.59021788801789	31.4851394927395	-30.60645284196549	32.59021788801789	-39.313549698096374	31.4851394927395	34.69677357901726	31.4851394927395	33.66021442947816	33.66021442947816	34.69677357901726	-30.60645284196549	31.4851394927395	31.4851394927395	34.69677357901726	32.59021788801789	-34.81956422396422	33.66021442947816	32.59021788801789	33.66021442947816	32.59021788801789	30.34322515095202
M_gc	-36.47173476048673	-36.47173476048673	35.551126828899	35.551126828899	35.551126828899	-0.4603039657938759	35.551126828899	-36.47173476048673	35.551126828899	35.551126828899	35.551126828899	35.551126828899	35.551126828899	35.551126828899	-36.47173476048673	35.551126828899	35.551126828899	35.551126828899	35.551126828899	-36.47173476048673	35.551126828899	35.551126828899	35.551126828899	35.551126828899	35.551126828899
W_code	-125.46661154947026	-140.01284455266162	-140.01284455266162	-20.006422276330817	-21.97374067430344	-132.5124431603912	-20.006422276330817	-148.01327270441703	-21.97374067430344	-132.5124431603912	-21.97374067430344	-136.20311686134949	-18.101558430674356	-132.5124431603912	-132.5124431603912	-21.97374067430344	-21.97374067430344	-132.5124431603912	-140.01284455266162	-140.01284455266162	-136.20311686134949	-20.006422276330817	-18.101558430674356	-20.006422276330817	-24.006636352208158
W_gc	-127.35286206945786	-127.35286206945786	-127.35286206945786	-12.617604860695986	-12.617604860695986	-127.35286206945786	-12.617604860695986	-127.35286206945786	-12.617604860695986	-127.35286206945786	-12.617604860695986	-127.35286206945786	-12.617604860695986	-69.98523346507687	-127.35286206945786	-12.617604860695986	-12.617604860695986	-69.98523346507687	-127.35286206945786	-127.35286206945786	-127.35286206945786	-12.617604860695986	-12.617604860695986	-12.617604860695986	-12.617604860695986
C_code	-43.23841393241578	-52.47960192805535	-52.47960192805535	-128.71940289208305	-54.979267533433294	-47.71461436780379	-52.47960192805535	-57.562255325657205	-54.979267533433294	-47.71461436780379	-54.979267533433294	-50.05929078634015	-50.05929078634015	-47.71461436780379	-47.71461436780379	-54.979267533433294	-54.979267533433294	-47.71461436780379	-52.47960192805535	-52.47960192805535	-50.05929078634015	-52.47960192805535	-50.05929078634015	-52.47960192805535	-57.562255325657205
C_gc	-44.436744500766636	-44.436744500766636	-44.436744500766636	-117.32778655691996	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636	-44.436744500766636
D_code	40.20402661113002	36.346221876364275	36.346221876364275	36.346221876364275	35.30271731696042	38.335402442727826	36.346221876364275	34.224429272243086	35.30271731696042	38.335402442727826	35.30271731696042	37.35659930689819	37.35659930689819	38.335402442727826	38.335402442727826	35.30271731696042	35.30271731696042	38.335402442727826	36.346221876364275	36.346221876364275	37.35659930689819	36.346221876364275	37.35659930689819	36.346221876364275	34.224429272243086
D_gc	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674	39.703774333762674
E_code	53.68953325712954	50.701761209202466	50.701761209202466	50.701761209202466	49.893593360173014	52.24233117141483	50.701761209202466	49.05848658284255	49.893593360173014	4.48466234282968	49.893593360173014	51.48427293604054	2.9685458720810782	52.24233117141483	52.24233117141483	49.893593360173014	49.893593360173014	52.24233117141483	50.701761209202466	50.701761209202466	51.48427293604054	50.701761209202466	51.48427293604054	50.701761209202466	49.05848658284255
E_gc	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	28.350914088720714	53.30210053982256	53.30210053982256	3.399727637618824	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256	53.30210053982256
