Proteome_ID	spearman	p_spearman	kendall	p_kendall
UP000001227	0.5933238754071288	0.0064	0.44737702090117387	0.010890912478223495
UP000007719	0.5727003182405709	0.0076	0.44737702090117387	0.010890912478223495
UP000001231	0.6520216919581014	0.0023	0.5078333750770082	0.0038492580263803228
UP000002257	0.7194448596180025	0.0009	0.5803810000880093	0.0009560456072342888
UP000000231	0.6813706002335878	0.0011	0.5441071875825088	0.001956845229728414
UP000001235	0.6681371933295263	0.0018	0.5212982933415373	0.003072377722299142
UP000007721	0.6821638139707631	0.001	0.5441071875825088	0.001956845229728414
UP000005753	0.3045940750753175	0.183	0.22973414586817034	0.19104375074077617
UP000007727	0.4711689598821317	0.0392	0.35064685421983893	0.045971562940673845
UP000000233	0.7345159206243334	0.0003	0.5803810000880093	0.0009560456072342888
UP000001258	0.5933238754071288	0.0062	0.4594682917363407	0.008922868059343137
UP000007730	0.6964416612399187	0.0007	0.5441071875825088	0.001956845229728414
UP000005766	0.7530450152660592	0.0001	0.6283380803113869	0.00042836459758927264
UP000002301	0.7043737986116716	0.0005	0.5561984584176757	0.0015480567903568324
UP000001259	0.5719071045033955	0.0098	0.44737702090117387	0.010890912478223495
UP000000235	0.7694173250600467	0.0003	0.61665481259351	0.00044878300690851566
UP000000238	0.6996145161886198	0.0008	0.5561984584176757	0.0015480567903568324
UP000002318	0.6725776289231673	0.0022	0.539157389535459	0.002398872813896282
UP000007742	0.6576722577076288	0.002	0.5530714260961835	0.0017248431944158929
UP000001275	0.6774045315477113	0.0026	0.5320159167473418	0.0024626827715825994
UP000000239	0.7614851876882937	0.0003	0.61665481259351	0.00044878300690851566
UP000002350	0.6853366689194644	0.0009	0.5441071875825088	0.001956845229728414
UP000007753	0.7186516458808272	0.0003	0.5803810000880093	0.0009560456072342888
UP000007794	0.6877163101309902	0.0009	0.5561984584176757	0.0015480567903568324
UP000007803	0.3833391393835555	0.0955	0.30102732714958164	0.09080638088255404
UP000000245	0.7305498519384568	0.0001	0.5682897292528425	0.0012192579184524131
UP000000246	0.7083398672975483	0.001	0.5561984584176757	0.0015480567903568324
UP000002357	0.697234874977094	0.0012	0.5441071875825088	0.001956845229728414
UP000016160	0.44419969281817134	0.0505	0.35064685421983893	0.045971562940673845
UP000001303	0.3955169862757396	0.0858	0.31246621438986827	0.0785109130997946
UP000007809	0.7765562486946245	0.0002	0.61665481259351	0.00044878300690851566
UP000002361	0.7345159206243334	0.0003	0.5803810000880093	0.0009560456072342888
UP000000247	0.5972899440930054	0.0055	0.4594682917363407	0.008922868059343137
UP000001306	0.7678308975856961	0.0001	0.61665481259351	0.00044878300690851566
UP000002366	0.7038452381036696	0.0006	0.5576679417142028	0.0015405116725487986
UP000007841	0.6781977452848866	0.0015	0.5441071875825088	0.001956845229728414
UP000001319	0.40136615101070483	0.0782	0.3022817708791715	0.08536127349702596
UP000000248	0.6996145161886198	0.0008	0.5682897292528425	0.0012192579184524131
UP000007842	0.7971798058611825	0.0001	0.6650198959341774	0.00015379412148791097
UP000002382	0.5949103028814795	0.0078	0.4594682917363407	0.008922868059343137
UP000000260	0.7115127222462494	0.0007	0.5561984584176757	0.0015480567903568324
UP000001349	0.5703206770290449	0.0083	0.435285750066007	0.01323568482500559
UP000002383	0.7012009436629705	0.0012	0.5441071875825088	0.001956845229728414
UP000001362	0.762278401425469	0.0002	0.61665481259351	0.00044878300690851566
UP000004073	0.6742316765990101	0.0011	0.5078333750770082	0.0038492580263803228
UP000010481	0.5647681808688179	0.0096	0.38692066672533953	0.02765815269093984
UP000010716	0.545170344921152	0.0151	0.42887519622138787	0.0157797892805448
UP000002384	0.7130991497206	0.0001	0.5682897292528425	0.0012192579184524131
UP000016587	0.5296693308164594	0.0174	0.4061277401614303	0.021090538502678766
UP000000263	0.7464141266819629	0.0003	0.5924722709231762	0.0007463321766132883
UP000005954	0.6274320661056669	0.0038	0.4715595625715076	0.007278824666997366
UP000004184	0.8090780119188121	0.0	0.6771111667693442	0.00011635693388727739
UP000007882	0.7107195085090741	0.0008	0.5803810000880093	0.0009560456072342888
UP000001364	0.676611317810536	0.0018	0.519924645912175	0.0030856535529759045
UP000007883	0.7567259052652419	0.0001	0.604563541758343	0.0005800328628663318
UP000025229	0.6475348448675173	0.003	0.5330306010180106	0.0026881532581842647
UP000007938	0.7717969662715726	0.0	0.604563541758343	0.0005800328628663318
UP000006001	0.3932805071061581	0.083	0.3194575716689438	0.07270156295035718
UP000001366	0.5306599901702796	0.0162	0.4111032083956733	0.019297548530041196
UP000007962	0.7686241113228715	0.0003	0.6287460834286768	0.0003456847364275516
UP000010798	0.6431206793937793	0.0035	0.5294331906992878	0.0032562411662024346
UP000002402	0.7289634244641062	0.0002	0.5803810000880093	0.0009560456072342888
UP000002407	0.4791010972538847	0.0305	0.36273812505500586	0.03897317718217527
UP000002411	0.4862400208884625	0.0298	0.36273812505500586	0.03897317718217527
UP000001369	0.44499290655534657	0.0477	0.32646431254950525	0.06316575050957601
UP000001377	0.6480556232722249	0.0022	0.4957421042418413	0.004780823570200767
UP000006034	0.6393302721632965	0.0033	0.4957421042418413	0.004780823570200767
UP000001382	0.7567259052652419	0.0001	0.604563541758343	0.0005800328628663318
UP000001383	0.49179251704868965	0.029	0.35064685421983893	0.045971562940673845
UP000000268	0.7400684167845605	0.0003	0.5924722709231762	0.0007463321766132883
UP000001397	0.5809322480136474	0.0076	0.4582722344417291	0.009704752377634693
UP000007966	0.733722706887158	0.0002	0.5803810000880093	0.0009560456072342888
