Proteome_ID	codon_pear	p_codon_pear	codon_spear	p_codon_spear	codon_log_mse	gc_pear	p_gc_pear	gc_spear	p_gc_spear	gc_log_mse	shannon_entropy
UP000008323	0.46703424971896423	0.03788367682918925	0.5808959636628228	0.007234750518428866	0.7159384186046247	0.5465874414631473	0.012641901097883676	0.4219701845381731	0.06384754367034036	0.8474544165848986	4.0605086005720015
UP000002535	0.6733297318567539	0.0011374972135748027	0.6692931755245567	0.0012492824037230793	0.42273433084879264	0.5723216438614049	0.008363672179234706	0.5958127106546255	0.005568959685775115	0.5531390177814484	4.14892088146904
UP000001961	0.6847306121346881	0.0008662073209423457	0.7055991732534831	0.0005095939286069723	0.40541407688429354	0.7392351126908501	0.0001960533180622902	0.7014967133157287	0.000567561518770453	0.38619238870550243	4.137582498973242
UP000000815	0.6435716908773442	0.0022010945490263402	0.6471938725591233	0.002038618086824166	0.4080922447300794	0.6334403413632242	0.0027140041940457273	0.6164900155231021	0.003793293297636936	0.40947652325393236	4.181202107773024
UP000000425	0.5672975281938338	0.00908932823924854	0.6464046117389292	0.0020731379587808126	0.4975420594987877	0.598531816237358	0.005302418021203986	0.648654711985177	0.0019759932978305316	0.5189674972133591	4.152851700575656
UP000010481	0.3666746537034278	0.11179016875716102	0.5319617928107916	0.015769006089640332	0.7630217865219472	0.30451203566932755	0.19175829037832723	0.491660360206002	0.027683381125920014	0.7937848036462214	4.186125240006367
UP000002194	0.5701966131726868	0.008664602235932364	0.6203590046725254	0.003520029427214707	0.436386393520208	0.6848513421558025	0.0008636574379404058	0.5950468845483855	0.005645988320222779	0.5742014143570214	4.032222486833405
UP000010378	0.5243394221631035	0.017628938133995388	0.4701816116680063	0.03643799563624922	0.6306995905570435	0.6864129991804745	0.0008312417178100497	0.6707329586760661	0.0012083950642437027	0.5656046207694988	4.121732976671766
UP000001168	0.5194642478458185	0.018907752574280897	0.6061523099090325	0.004610851951136265	0.5795548074715223	0.4857116708996733	0.029921796699180894	0.5199959261368775	0.018764793518114074	0.5820780598748565	4.186161046808261
UP000000430	0.5879677037807002	0.006400419921684661	0.6203590046725254	0.003520029427214707	0.4641097136167824	0.5082609623816289	0.022127749570397613	0.529185839411756	0.016427188624805755	0.5046754737874576	4.181109898934297
UP000001054	0.635547244503233	0.002599865076539241	0.6929710001303783	0.0007061003259701597	0.4398472151190698	0.7237230272776828	0.00030972188484763613	0.6655028863224545	0.0013625249215790574	0.5116181495154881	4.071801778564121
UP000008561	0.5537642217020258	0.011302299270460793	0.6479831333793173	0.0020045802868986456	0.5942220084257401	0.6153560823809028	0.003876632797073692	0.5743695796799089	0.00808178373538774	0.6835052807343718	4.096113336940986
